,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
0,2.0,1.0,0.0,-1.0,-3.0,-2.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,-2.0,-4.0,-6.0,-7.0,-6.0,-7.0,-8.0,-6.0,-4.0,-3.0,-4.0,-3.0,-3.0,-4.0,-3.0,-4.0,-4.0,-3.0,0.0,2.0,4.0,7.0,8.0,9.0,8.0,9.0,9.0,10.0,10.0,12.0,13.0,13.0,11.0,8.0,7.0,5.0,5.0,4.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,-3.0,-7.0,-9.0,-13.0,-15.0,-15.0,-15.0,-15.0,-14.0,-12.0,-11.0,-9.0,-9.0,-9.0,-10.0,-11.0,-11.0,-12.0,-14.0,-15.0,-19.0,-23.0,-24.0,-21.0,-10.0,9.0,36.0,69.0,110.0,152.0,198.0,235.0,252.0,241.0,204.0,148.0,89.0,39.0,6.0,-9.0,-7.0,1.0,8.0,11.0,14.0,13.0,11.0,7.0,2.0,-2.0,-3.0,-6.0,-9.0,-9.0,-11.0,-8.0,-5.0,-5.0,-4.0,-6.0,-5.0,-3.0,-4.0,-8.0,-10.0,-10.0,-12.0,-11.0,-9.0,-6.0,-6.0,-3.0,-4.0,-4.0,-4.0,-5.0,-5.0,-5.0,-6.0,-7.0,-6.0,-5.0,-2.0,-1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-2.0,-2.0,-4.0,-3.0,-2.0,2.0,5.0,6.0,8.0,6.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,7.0,6.0,6.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,6.0,9.0,8.0,0.0
1,-1.0,-1.0,-3.0,-7.0,-9.0,-11.0,-9.0,-5.0,-3.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,-3.0,-2.0,-3.0,-5.0,-4.0,-7.0,-4.0,-4.0,0.0,1.0,4.0,5.0,6.0,7.0,9.0,8.0,9.0,12.0,12.0,11.0,13.0,11.0,9.0,9.0,7.0,8.0,4.0,6.0,6.0,2.0,0.0,-3.0,-3.0,-4.0,-3.0,-2.0,-3.0,-5.0,-5.0,-8.0,-9.0,-12.0,-13.0,-14.0,-13.0,-11.0,-12.0,-11.0,-9.0,-8.0,-6.0,-9.0,-10.0,-11.0,-13.0,-13.0,-15.0,-17.0,-20.0,-21.0,-16.0,-1.0,23.0,52.0,89.0,134.0,183.0,225.0,255.0,259.0,233.0,181.0,116.0,52.0,6.0,-16.0,-21.0,-11.0,-2.0,6.0,9.0,11.0,10.0,9.0,6.0,3.0,0.0,-2.0,-5.0,-6.0,-7.0,-8.0,-9.0,-7.0,-6.0,-5.0,-4.0,-4.0,-4.0,-5.0,-6.0,-7.0,-6.0,-8.0,-10.0,-8.0,-7.0,-7.0,-5.0,-3.0,-5.0,-5.0,-4.0,-7.0,-5.0,-6.0,-4.0,-4.0,-4.0,-2.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-2.0,-1.0,-5.0,-5.0,-1.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,-1.0,-1.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,3.0,3.0,6.0,7.0,9.0,0.0
2,-1.0,-1.0,0.0,-3.0,-4.0,-5.0,-8.0,-7.0,-7.0,-5.0,-3.0,-3.0,-4.0,-2.0,-2.0,-6.0,-4.0,-8.0,-6.0,-8.0,-6.0,-7.0,-5.0,-3.0,-2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,8.0,9.0,12.0,14.0,17.0,17.0,15.0,10.0,7.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,0.0,-4.0,-5.0,-7.0,-9.0,-9.0,-11.0,-12.0,-12.0,-10.0,-11.0,-13.0,-12.0,-13.0,-14.0,-13.0,-11.0,-11.0,-8.0,-10.0,-10.0,-9.0,-9.0,-11.0,-14.0,-19.0,-23.0,-27.0,-25.0,-13.0,4.0,28.0,58.0,93.0,135.0,173.0,210.0,235.0,237.0,217.0,176.0,122.0,69.0,24.0,-2.0,-12.0,-8.0,1.0,9.0,13.0,14.0,14.0,13.0,9.0,6.0,5.0,2.0,0.0,-1.0,-3.0,-6.0,-4.0,-6.0,-7.0,-6.0,-5.0,-3.0,-4.0,-3.0,-2.0,-5.0,-4.0,-8.0,-6.0,-8.0,-6.0,-5.0,-3.0,-2.0,-3.0,0.0,-1.0,-2.0,-3.0,-4.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,1.0,-1.0,-2.0,-4.0,-6.0,-4.0,-2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,7.0,8.0,7.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,7.0,9.0,8.0,0.0
3,-2.0,-4.0,-4.0,-5.0,-4.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-3.0,-4.0,-7.0,-9.0,-10.0,-7.0,-5.0,-3.0,-3.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,3.0,4.0,8.0,10.0,9.0,11.0,11.0,11.0,10.0,10.0,11.0,13.0,15.0,13.0,11.0,10.0,7.0,7.0,7.0,5.0,4.0,3.0,3.0,0.0,-1.0,0.0,-2.0,1.0,-2.0,-3.0,-6.0,-9.0,-12.0,-15.0,-17.0,-17.0,-15.0,-13.0,-13.0,-12.0,-8.0,-9.0,-10.0,-10.0,-11.0,-12.0,-12.0,-12.0,-11.0,-13.0,-14.0,-18.0,-19.0,-20.0,-15.0,-4.0,12.0,37.0,69.0,106.0,147.0,190.0,225.0,241.0,231.0,194.0,142.0,86.0,35.0,2.0,-13.0,-10.0,-2.0,9.0,15.0,20.0,20.0,16.0,14.0,8.0,3.0,-1.0,-3.0,-4.0,-4.0,-4.0,-4.0,-2.0,-3.0,-2.0,-2.0,-5.0,-5.0,-6.0,-8.0,-10.0,-8.0,-7.0,-5.0,-4.0,-2.0,-2.0,-3.0,-2.0,-4.0,-4.0,-4.0,-6.0,-4.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,-3.0,-2.0,-2.0,-4.0,-2.0,-3.0,-1.0,-1.0,1.0,2.0,1.0,0.0,-1.0,0.0,-2.0,-3.0,0.0,-1.0,2.0,2.0,4.0,4.0,6.0,5.0,3.0,2.0,2.0,0.0,1.0,3.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,5.0,0.0
4,-3.0,-4.0,-5.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,-3.0,-4.0,-5.0,-7.0,-7.0,-6.0,-3.0,-6.0,-5.0,-4.0,-4.0,-5.0,-5.0,-7.0,-6.0,-7.0,-9.0,-6.0,-5.0,0.0,3.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,10.0,11.0,15.0,17.0,18.0,15.0,13.0,9.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,-1.0,-4.0,-8.0,-11.0,-13.0,-14.0,-13.0,-14.0,-10.0,-12.0,-12.0,-12.0,-14.0,-15.0,-15.0,-16.0,-16.0,-14.0,-15.0,-13.0,-11.0,-13.0,-14.0,-19.0,-22.0,-27.0,-19.0,-3.0,21.0,56.0,99.0,146.0,194.0,226.0,233.0,211.0,161.0,102.0,46.0,5.0,-15.0,-15.0,-4.0,10.0,19.0,23.0,22.0,18.0,11.0,3.0,-1.0,-6.0,-6.0,-5.0,-5.0,-2.0,-3.0,-2.0,-3.0,-6.0,-10.0,-8.0,-9.0,-10.0,-10.0,-10.0,-8.0,-5.0,-5.0,-5.0,-5.0,-6.0,-7.0,-8.0,-6.0,-6.0,-8.0,-5.0,-3.0,-2.0,1.0,2.0,3.0,0.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,6.0,7.0,10.0,9.0,12.0,11.0,9.0,7.0,6.0,7.0,7.0,6.0,9.0,12.0,13.0,13.0,17.0,15.0,13.0,11.0,12.0,12.0,0.0
5,-5.0,-6.0,-4.0,-2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-5.0,-5.0,-7.0,-6.0,-5.0,-5.0,-2.0,-2.0,-2.0,-4.0,-4.0,-5.0,-6.0,-6.0,-5.0,-5.0,-1.0,0.0,2.0,4.0,6.0,6.0,6.0,7.0,5.0,4.0,4.0,7.0,10.0,15.0,15.0,16.0,15.0,13.0,11.0,7.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,1.0,-3.0,-6.0,-8.0,-12.0,-15.0,-12.0,-12.0,-9.0,-9.0,-8.0,-8.0,-9.0,-11.0,-11.0,-11.0,-12.0,-14.0,-13.0,-11.0,-9.0,-8.0,-9.0,-12.0,-16.0,-21.0,-19.0,-10.0,9.0,35.0,70.0,113.0,158.0,203.0,239.0,256.0,244.0,208.0,152.0,94.0,44.0,9.0,-5.0,-6.0,0.0,11.0,16.0,16.0,13.0,13.0,8.0,5.0,-1.0,-3.0,-4.0,-4.0,-3.0,-2.0,-2.0,-4.0,-2.0,-7.0,-6.0,-7.0,-8.0,-7.0,-5.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,-3.0,-5.0,-5.0,-6.0,-7.0,-6.0,-6.0,-4.0,-2.0,-1.0,0.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,1.0,5.0,4.0,7.0,5.0,5.0,4.0,2.0,1.0,-1.0,1.0,0.0,2.0,3.0,3.0,5.0,5.0,3.0,1.0,0.0,-1.0,-4.0,-2.0,0.0,1.0,4.0,6.0,9.0,8.0,6.0,4.0,4.0,3.0,5.0,0.0
6,0.0,1.0,-1.0,0.0,-2.0,-3.0,-7.0,-7.0,-8.0,-7.0,-5.0,-4.0,-3.0,-2.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-3.0,-5.0,-7.0,-7.0,-5.0,-4.0,-4.0,-3.0,-3.0,-3.0,-1.0,0.0,3.0,2.0,4.0,6.0,8.0,8.0,10.0,12.0,15.0,15.0,15.0,12.0,10.0,7.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,-2.0,-3.0,-4.0,-7.0,-8.0,-7.0,-9.0,-10.0,-11.0,-12.0,-12.0,-13.0,-13.0,-13.0,-14.0,-14.0,-13.0,-11.0,-9.0,-10.0,-8.0,-8.0,-8.0,-10.0,-14.0,-17.0,-21.0,-22.0,-17.0,-5.0,17.0,44.0,81.0,124.0,169.0,209.0,236.0,243.0,219.0,172.0,115.0,58.0,14.0,-12.0,-18.0,-12.0,-5.0,4.0,8.0,6.0,4.0,3.0,2.0,2.0,0.0,-1.0,-2.0,-2.0,-5.0,-8.0,-9.0,-12.0,-9.0,-10.0,-9.0,-8.0,-7.0,-6.0,-2.0,-4.0,-3.0,-3.0,-6.0,-6.0,-5.0,-5.0,-4.0,-4.0,-3.0,-2.0,-2.0,0.0,0.0,-2.0,-4.0,-4.0,-5.0,-6.0,-5.0,-3.0,-3.0,-1.0,0.0,1.0,2.0,1.0,0.0,-1.0,-3.0,-2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,2.0,0.0,-2.0,-4.0,-4.0,-4.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-4.0,-3.0,-3.0,-1.0,0.0,0.0,0.0
7,2.0,1.0,0.0,-1.0,-3.0,-3.0,-5.0,-4.0,-4.0,-1.0,-2.0,0.0,-1.0,-2.0,-3.0,-5.0,-7.0,-8.0,-7.0,-7.0,-6.0,-4.0,-2.0,-1.0,-2.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,7.0,9.0,10.0,11.0,12.0,15.0,14.0,16.0,16.0,12.0,10.0,8.0,9.0,5.0,7.0,9.0,8.0,6.0,3.0,1.0,-1.0,-1.0,-4.0,-5.0,-7.0,-7.0,-8.0,-10.0,-8.0,-10.0,-11.0,-13.0,-13.0,-12.0,-13.0,-12.0,-10.0,-9.0,-8.0,-7.0,-8.0,-9.0,-6.0,-8.0,-9.0,-11.0,-15.0,-17.0,-20.0,-15.0,-9.0,6.0,30.0,55.0,89.0,127.0,163.0,197.0,219.0,223.0,203.0,162.0,113.0,63.0,23.0,0.0,-6.0,-2.0,6.0,13.0,15.0,17.0,16.0,13.0,9.0,5.0,3.0,0.0,-2.0,-4.0,-5.0,-5.0,-8.0,-8.0,-7.0,-6.0,-2.0,-1.0,-3.0,-2.0,-3.0,-3.0,-6.0,-6.0,-5.0,-3.0,-3.0,-4.0,-2.0,0.0,-1.0,0.0,-2.0,-3.0,-4.0,-4.0,-6.0,-4.0,-2.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-4.0,-2.0,-1.0,-2.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,-1.0,2.0,3.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,8.0,8.0,9.0,10.0,11.0,0.0
8,-2.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,-5.0,-5.0,-5.0,-6.0,-6.0,-4.0,-3.0,-2.0,-1.0,-2.0,-4.0,-4.0,-7.0,-8.0,-11.0,-10.0,-8.0,-6.0,-4.0,-3.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,8.0,9.0,14.0,15.0,16.0,14.0,12.0,8.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,-1.0,-6.0,-8.0,-13.0,-15.0,-18.0,-18.0,-17.0,-15.0,-12.0,-11.0,-12.0,-11.0,-12.0,-15.0,-15.0,-16.0,-14.0,-13.0,-12.0,-10.0,-9.0,-10.0,-11.0,-15.0,-20.0,-24.0,-22.0,-17.0,-1.0,21.0,50.0,85.0,126.0,164.0,200.0,222.0,221.0,193.0,146.0,87.0,35.0,1.0,-15.0,-13.0,-1.0,11.0,16.0,18.0,13.0,9.0,3.0,-2.0,-5.0,-6.0,-7.0,-4.0,-4.0,-4.0,-3.0,-5.0,-7.0,-8.0,-9.0,-8.0,-6.0,-6.0,-5.0,-4.0,-3.0,-3.0,-4.0,-5.0,-4.0,-4.0,-5.0,-3.0,-5.0,-3.0,-3.0,-1.0,0.0,1.0,0.0,-1.0,-4.0,-5.0,-5.0,-5.0,-4.0,-1.0,0.0,2.0,4.0,6.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,7.0,7.0,7.0,6.0,6.0,4.0,2.0,3.0,4.0,8.0,8.0,10.0,12.0,11.0,10.0,9.0,9.0,8.0,8.0,6.0,7.0,12.0,0.0
9,0.0,0.0,-1.0,-1.0,-4.0,-6.0,-6.0,-6.0,-7.0,-7.0,-6.0,-4.0,-4.0,-4.0,-4.0,-5.0,-6.0,-8.0,-8.0,-9.0,-8.0,-6.0,-5.0,-2.0,-2.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,6.0,6.0,7.0,8.0,12.0,15.0,16.0,17.0,14.0,11.0,9.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,0.0,-2.0,-3.0,-6.0,-5.0,-9.0,-8.0,-9.0,-8.0,-8.0,-8.0,-12.0,-14.0,-14.0,-12.0,-10.0,-11.0,-9.0,-7.0,-7.0,-5.0,-6.0,-7.0,-8.0,-12.0,-17.0,-20.0,-22.0,-18.0,-6.0,10.0,34.0,65.0,101.0,141.0,178.0,212.0,227.0,224.0,196.0,151.0,101.0,52.0,16.0,-4.0,-9.0,-2.0,8.0,12.0,15.0,14.0,11.0,8.0,3.0,2.0,0.0,-1.0,-5.0,-3.0,-3.0,-4.0,-8.0,-8.0,-8.0,-6.0,-5.0,-5.0,-3.0,-2.0,-3.0,-5.0,-4.0,-5.0,-5.0,-6.0,-5.0,-4.0,-4.0,-4.0,-4.0,-1.0,-1.0,-1.0,-1.0,-3.0,-2.0,-5.0,-3.0,-2.0,0.0,1.0,0.0,4.0,5.0,4.0,1.0,1.0,-1.0,1.0,1.0,2.0,3.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,1.0,-1.0,-2.0,-2.0,-3.0,0.0,2.0,4.0,6.0,8.0,0.0
