,Sample #,MLII,Time,Type
0,204,1291,0:00.567,0
1,480,1289,0:01.333,0
2,759,1295,0:02.108,0
3,1034,1283,0:02.872,0
4,1306,1268,0:03.628,0
5,1574,1276,0:04.372,0
6,1855,1329,0:05.153,0
7,2125,1298,0:05.903,0
8,2383,1281,0:06.619,0
9,2646,1278,0:07.350,0
10,2908,1283,0:08.078,0
11,3175,1299,0:08.819,0
12,3444,1298,0:09.567,0
13,3710,1288,0:10.306,0
14,3967,1286,0:11.019,0
15,4238,1295,0:11.772,0
16,4514,1290,0:12.539,0
17,4779,1304,0:13.275,0
18,5036,1290,0:13.989,0
19,5300,1287,0:14.722,0
20,5568,1286,0:15.467,0
21,5842,1287,0:16.228,0
22,6107,1277,0:16.964,0
23,6371,1286,0:17.697,0
24,6644,1271,0:18.456,0
25,6919,1293,0:19.219,0
26,7184,1281,0:19.956,0
27,7443,1270,0:20.675,0
28,7707,1281,0:21.408,0
29,7976,1281,0:22.156,0
30,8249,1307,0:22.914,0
31,8490,1143,0:23.583,2
32,8776,1276,0:24.378,0
33,9046,1296,0:25.128,0
34,9321,1300,0:25.892,0
35,9586,1283,0:26.628,0
36,9851,1311,0:27.364,0
37,10118,1284,0:28.106,0
38,10388,1302,0:28.856,0
39,10667,1302,0:29.631,0
40,10941,1314,0:30.392,0
41,11209,1301,0:31.136,0
42,11477,1325,0:31.881,0
43,11760,1304,0:32.667,0
44,12035,1307,0:33.431,0
45,12308,1303,0:34.189,0
46,12583,1284,0:34.953,0
47,12852,1302,0:35.700,0
48,13130,1332,0:36.472,0
49,13402,1321,0:37.228,0
50,13668,1291,0:37.967,0
51,13933,1292,0:38.703,0
52,14214,1266,0:39.483,0
53,14481,1299,0:40.225,0
54,14742,1297,0:40.950,0
55,15009,1281,0:41.692,0
56,15276,1293,0:42.433,0
57,15548,1284,0:43.189,0
58,15823,1268,0:43.953,0
59,16097,1308,0:44.714,0
60,16371,1302,0:45.475,0
61,16664,1291,0:46.289,0
62,16942,1296,0:47.061,0
63,17211,1298,0:47.808,0
64,17489,1287,0:48.581,0
65,17765,1310,0:49.347,0
66,18045,1326,0:50.125,0
67,18316,1292,0:50.878,0
68,18583,1308,0:51.619,0
