,Sample #,MLII,Time,Type
0,88,828,0:00.244,0
1,442,837,0:01.228,0
2,789,841,0:02.192,0
3,1155,835,0:03.208,0
4,1493,841,0:04.147,0
5,1821,833,0:05.058,0
6,2157,824,0:05.992,0
7,2517,829,0:06.992,0
8,2889,820,0:08.025,0
9,3238,811,0:08.994,0
10,3593,827,0:09.981,0
11,3924,849,0:10.900,0
12,4105,1050,0:11.403,2
13,4602,868,0:12.783,0
14,4971,857,0:13.808,0
15,5350,846,0:14.861,0
16,5715,834,0:15.875,0
17,6115,868,0:16.986,0
18,6479,853,0:17.997,0
19,6886,851,0:19.128,0
20,7287,838,0:20.242,0
21,7687,854,0:21.353,0
22,8056,848,0:22.378,0
23,8432,852,0:23.422,0
24,8804,852,0:24.456,0
25,9196,854,0:25.544,0
26,9586,855,0:26.628,0
27,9963,826,0:27.675,0
28,10325,856,0:28.681,0
29,10696,844,0:29.711,0
30,10876,1234,0:30.211,2
31,11453,861,0:31.814,0
32,11819,847,0:32.831,0
33,12174,856,0:33.817,0
34,12509,850,0:34.747,0
35,12856,842,0:35.711,0
36,13236,825,0:36.767,0
37,13644,817,0:37.900,0
38,14073,833,0:39.092,0
39,14467,842,0:40.186,0
40,14847,838,0:41.242,0
41,15222,843,0:42.283,0
42,15620,839,0:43.389,0
43,16018,846,0:44.494,0
44,16403,839,0:45.564,0
45,16788,851,0:46.633,0
46,17161,853,0:47.669,0
47,17534,836,0:48.706,0
48,17932,841,0:49.811,0
49,18327,846,0:50.908,0
50,18685,877,0:51.903,0
51,19045,864,0:52.903,0
52,19416,857,0:53.933,0
53,19802,793,0:55.006,0
54,20193,810,0:56.092,0
55,20586,889,0:57.183,0
56,20942,914,0:58.172,0
57,21308,947,0:59.189,0
58,21676,891,1:00.211,0
59,22054,869,1:01.261,0
60,22427,840,1:02.297,0
61,22794,843,1:03.317,0
62,23189,842,1:04.414,0
63,23610,830,1:05.583,0
64,24037,836,1:06.769,0
65,24454,861,1:07.928,0
66,24850,862,1:09.028,0
67,25232,860,1:10.089,0
68,25617,857,1:11.158,0
69,25991,847,1:12.197,0
70,26386,850,1:13.294,0
71,26787,856,1:14.408,0
72,27181,837,1:15.503,0
73,27545,825,1:16.514,0
74,27926,842,1:17.572,0
75,28313,841,1:18.647,0
76,28717,847,1:19.769,0
77,29100,842,1:20.833,0
78,29455,868,1:21.819,0
79,29796,870,1:22.767,0
80,30150,867,1:23.750,0
81,30545,861,1:24.847,0
82,30976,874,1:26.044,0
83,31420,882,1:27.278,0
84,31855,869,1:28.486,0
85,32262,874,1:29.617,0
86,32698,837,1:30.828,0
87,33121,847,1:32.003,0
88,33513,858,1:33.092,0
89,33889,849,1:34.136,0
90,34259,842,1:35.164,0
91,34625,842,1:36.181,0
92,35018,861,1:37.272,0
