,Sample #,MLII,Time,Type
0,83,1237,0:00.231,0
1,396,1228,0:01.100,0
2,711,1257,0:01.975,0
3,1032,1243,0:02.867,0
4,1368,1244,0:03.800,0
5,1712,1224,0:04.756,0
6,2036,1237,0:05.656,0
7,2349,1299,0:06.525,0
8,2662,1285,0:07.394,0
9,2972,1268,0:08.256,0
10,3301,1253,0:09.169,0
11,3631,1241,0:10.086,0
12,3960,1262,0:11.000,0
13,4283,1267,0:11.897,0
14,4609,1255,0:12.803,0
15,4928,1214,0:13.689,0
16,5241,1255,0:14.558,0
17,5569,1232,0:15.469,0
18,5898,1212,0:16.383,0
19,6223,1246,0:17.286,0
20,6528,1264,0:18.133,0
21,6830,1260,0:18.972,0
22,7143,1215,0:19.842,0
23,7463,1192,0:20.731,0
24,7786,1204,0:21.628,0
25,8105,1204,0:22.514,0
26,8414,1245,0:23.372,0
27,8721,1277,0:24.225,0
28,9026,1223,0:25.072,0
29,9321,1240,0:25.892,0
30,9628,1271,0:26.744,0
31,9953,1268,0:27.647,0
32,10281,1231,0:28.558,0
33,10590,1249,0:29.417,0
34,10892,1244,0:30.256,0
35,11185,1273,0:31.069,0
36,11470,1315,0:31.861,0
37,11760,1308,0:32.667,0
38,12050,1325,0:33.472,0
39,12338,1326,0:34.272,0
40,12621,1323,0:35.058,0
41,12911,1295,0:35.864,0
42,13183,1278,0:36.619,0
43,13457,1271,0:37.381,0
44,13740,1305,0:38.167,0
45,14030,1305,0:38.972,0
46,14333,1327,0:39.814,0
47,14640,1319,0:40.667,0
48,14923,1286,0:41.453,0
49,15195,1271,0:42.208,0
50,15474,1260,0:42.983,0
51,15760,1267,0:43.778,0
52,16051,1247,0:44.586,0
53,16351,1243,0:45.419,0
54,16655,1275,0:46.264,0
55,16956,1269,0:47.100,0
56,17250,1239,0:47.917,0
57,17532,1227,0:48.700,0
58,17814,1221,0:49.483,0
59,18099,1241,0:50.275,0
60,18396,1226,0:51.100,0
61,18687,1234,0:51.908,0
62,18977,1211,0:52.714,0
63,19267,1224,0:53.519,0
64,19558,1232,0:54.328,0
65,19860,1254,0:55.167,0
66,20173,1217,0:56.036,0
67,20493,1216,0:56.925,0
68,20822,1223,0:57.839,0
69,21166,1207,0:58.794,0
70,21498,1240,0:59.717,0
71,21808,1256,1:00.578,0
72,22130,1251,1:01.472,0
73,22451,1240,1:02.364,0
74,22782,1215,1:03.283,0
75,23126,1245,1:04.239,0
76,23457,1263,1:05.158,0
77,23774,1276,1:06.039,0
78,24090,1283,1:06.917,0
79,24404,1290,1:07.789,0
80,24720,1286,1:08.667,0
81,25040,1284,1:09.556,0
82,25374,1246,1:10.483,0
83,25704,1235,1:11.400,0
84,26008,1235,1:12.244,0
85,26310,1236,1:13.083,0
86,26637,1269,1:13.992,0
87,26967,1256,1:14.908,0
88,27303,1221,1:15.842,0
89,27621,1243,1:16.725,0
90,27934,1288,1:17.594,0
91,28243,1275,1:18.453,0
92,28559,1272,1:19.331,0
93,28861,1289,1:20.169,0
94,29155,1258,1:20.986,0
95,29467,1252,1:21.853,0
96,29782,1245,1:22.728,0
97,30088,1229,1:23.578,0
98,30387,1219,1:24.408,0
99,30688,1216,1:25.244,0
100,30985,1233,1:26.069,0
101,31310,1262,1:26.972,0
102,31634,1241,1:27.872,0
103,31947,1212,1:28.742,0
104,32262,1215,1:29.617,0
105,32565,1212,1:30.458,0
106,32866,1222,1:31.294,0
107,33165,1335,1:32.125,0
108,33467,1435,1:32.964,0
109,33777,1301,1:33.825,0
110,34092,1197,1:34.700,0
111,34391,1157,1:35.531,0
112,34679,1150,1:36.331,0
113,34980,1161,1:37.167,0
114,35288,1197,1:38.022,0
115,35598,1161,1:38.883,0
116,35912,1123,1:39.756,0
117,36217,1166,1:40.603,0
118,36529,1220,1:41.469,0
119,36837,1230,1:42.325,0
120,37141,1214,1:43.169,0
121,37450,1198,1:44.028,0
122,37773,1216,1:44.925,0
123,38099,1251,1:45.831,0
124,38430,1222,1:46.750,0
125,38748,1191,1:47.633,0
126,39059,1202,1:48.497,0
127,39376,1181,1:49.378,0
128,39692,1163,1:50.256,0
129,40013,1232,1:51.147,0
130,40340,1175,1:52.056,0
131,40668,1241,1:52.967,0
132,40976,1237,1:53.822,0
133,41265,1196,1:54.625,0
134,41543,1225,1:55.397,0
135,41829,1217,1:56.192,0
136,42126,1199,1:57.017,0
137,42421,1249,1:57.836,0
138,42714,1279,1:58.650,0
139,42990,1298,1:59.417,0
140,43268,1331,2:00.189,0
141,43546,1320,2:00.961,0
142,43816,1289,2:01.711,0
143,44095,1166,2:02.486,0
144,44387,1125,2:03.297,0
145,44676,1132,2:04.100,0
146,44977,1150,2:04.936,0
147,45270,1170,2:05.750,0
148,45553,1224,2:06.536,0
149,45839,1232,2:07.331,0
150,46138,1282,2:08.161,0
151,46440,1306,2:09.000,0
152,46750,1336,2:09.861,0
153,47060,1349,2:10.722,0
154,47359,1325,2:11.553,0
155,47655,1453,2:12.375,0
156,47944,1423,2:13.178,0
157,48228,1321,2:13.967,0
158,48517,1195,2:14.769,0
159,48821,1206,2:15.614,0
160,49125,1271,2:16.458,0
161,49422,1263,2:17.283,0
162,49699,1237,2:18.053,0
163,49978,1258,2:18.828,0
164,50248,1303,2:19.578,0
165,50527,1406,2:20.353,0
166,50816,1318,2:21.156,0
167,51114,1250,2:21.983,0
168,51400,1207,2:22.778,0
169,51687,1293,2:23.575,0
170,51965,1329,2:24.347,0
171,52239,1279,2:25.108,0
172,52512,1220,2:25.867,0
173,52794,1151,2:26.650,0
174,53087,1215,2:27.464,0
175,53381,1223,2:28.281,0
176,53667,1226,2:29.075,0
177,53947,1223,2:29.853,0
178,54221,1257,2:30.614,0
179,54517,1221,2:31.436,0
180,54814,1189,2:32.261,0
181,55107,1236,2:33.075,0
182,55405,1310,2:33.903,0
183,55710,1278,2:34.750,0
184,56011,1266,2:35.586,0
185,56307,1289,2:36.408,0
186,56607,1303,2:37.242,0
187,56918,1304,2:38.106,0
188,57252,1296,2:39.033,0
189,57592,1264,2:39.978,0
190,57928,1246,2:40.911,0
191,58245,1235,2:41.792,0
192,58542,1228,2:42.617,0
193,58845,1248,2:43.458,0
194,59166,1274,2:44.350,0
195,59490,1264,2:45.250,0
196,59822,1264,2:46.172,0
197,60156,1279,2:47.100,0
198,60477,1222,2:47.992,0
199,60784,1255,2:48.844,0
200,61089,1265,2:49.692,0
201,61395,1258,2:50.542,0
202,61727,1250,2:51.464,0
203,62058,1267,2:52.383,0
204,62359,1284,2:53.219,0
205,62672,1248,2:54.089,0
206,62994,1237,2:54.983,0
207,63315,650,2:55.875,0
208,63631,1503,2:56.753,0
209,63967,1333,2:57.686,0
210,64292,1305,2:58.589,0
211,64627,1273,2:59.519,0
212,64929,1261,3:00.358,0
213,65245,1259,3:01.236,0
214,65576,1270,3:02.156,0
215,65906,1287,3:03.072,0
216,66225,1304,3:03.958,0
217,66564,1334,3:04.900,0
218,66890,1330,3:05.806,0
219,67198,1347,3:06.661,0
220,67510,1354,3:07.528,0
221,67832,1331,3:08.422,0
222,68164,1338,3:09.344,0
223,68505,1300,3:10.292,0
224,68830,1311,3:11.194,0
225,69136,1299,3:12.044,0
226,69446,1304,3:12.906,0
227,69757,1304,3:13.769,0
228,70082,1284,3:14.672,0
229,70417,1281,3:15.603,0
230,70752,1264,3:16.533,0
231,71088,1233,3:17.467,0
232,71400,1289,3:18.333,0
233,71710,1292,3:19.194,0
234,72021,1313,3:20.058,0
235,72350,1308,3:20.972,0
236,72680,1308,3:21.889,0
237,73002,1388,3:22.783,0
238,73307,1383,3:23.631,0
239,73600,1400,3:24.444,0
240,73912,1459,3:25.311,0
241,74229,1372,3:26.192,0
242,74556,1302,3:27.100,0
243,74896,1333,3:28.044,0
244,75213,1351,3:28.925,0
245,75537,1330,3:29.825,0
246,75854,1326,3:30.706,0
247,76167,1333,3:31.575,0
