,Sample #,MLII,Time,Type
0,229,1171,0:00.636,0
1,466,1185,0:01.294,0
2,706,1184,0:01.961,0
3,944,1167,0:02.622,0
4,1188,1177,0:03.300,0
5,1430,1166,0:03.972,0
6,1671,1195,0:04.642,0
7,1902,1175,0:05.283,0
8,2145,1170,0:05.958,0
9,2393,1176,0:06.647,0
10,2636,1175,0:07.322,0
11,2873,1194,0:07.981,0
12,3113,1210,0:08.647,0
13,3354,1204,0:09.317,0
14,3594,1190,0:09.983,0
15,3840,1193,0:10.667,0
16,4084,1203,0:11.344,0
17,4324,1191,0:12.011,0
18,4561,1190,0:12.669,0
19,4806,1188,0:13.350,0
20,5059,1197,0:14.053,0
21,5302,1174,0:14.728,0
22,5543,1190,0:15.397,0
23,5783,1199,0:16.064,0
24,6024,1196,0:16.733,0
25,6266,1201,0:17.406,0
26,6513,1190,0:18.092,0
27,6753,1205,0:18.758,0
28,6991,1201,0:19.419,0
29,7228,1208,0:20.078,0
30,7471,1211,0:20.753,0
31,7709,1213,0:21.414,0
32,7948,1194,0:22.078,0
33,8181,1190,0:22.725,0
34,8420,1190,0:23.389,0
35,8654,1183,0:24.039,0
36,8899,1210,0:24.719,0
37,9140,1215,0:25.389,0
38,9375,1199,0:26.042,0
39,9611,1198,0:26.697,0
40,9851,1196,0:27.364,0
41,10097,1181,0:28.047,0
42,10338,1187,0:28.717,0
43,10575,1195,0:29.375,0
44,10810,1212,0:30.028,0
45,11044,1188,0:30.678,0
46,11279,1195,0:31.331,0
47,11520,1191,0:32.000,0
48,11767,1182,0:32.686,0
49,12000,1203,0:33.333,0
50,12237,1204,0:33.992,0
51,12475,1195,0:34.653,0
52,12722,1186,0:35.339,0
53,12961,1181,0:36.003,0
54,13203,1155,0:36.675,0
55,13442,1172,0:37.339,0
56,13686,1192,0:38.017,0
57,13925,1194,0:38.681,0
58,14170,1180,0:39.361,0
59,14420,1180,0:40.056,0
60,14663,1192,0:40.731,0
61,14902,1199,0:41.394,0
62,15146,1182,0:42.072,0
63,15394,1180,0:42.761,0
64,15640,1179,0:43.444,0
65,15877,1173,0:44.103,0
66,16118,1189,0:44.772,0
67,16357,1201,0:45.436,0
68,16598,1180,0:46.106,0
69,16843,1171,0:46.786,0
70,17088,1161,0:47.467,0
71,17326,1181,0:48.128,0
72,17562,1195,0:48.783,0
73,17804,1169,0:49.456,0
74,18050,1174,0:50.139,0
75,18293,1172,0:50.814,0
76,18531,1169,0:51.475,0
77,18770,1195,0:52.139,0
78,19009,1182,0:52.803,0
79,19251,1178,0:53.475,0
80,19500,1170,0:54.167,0
81,19738,1187,0:54.828,0
82,19981,1199,0:55.503,0
83,20218,1177,0:56.161,0
84,20464,1173,0:56.844,0
85,20709,1166,0:57.525,0
86,20953,1180,0:58.203,0
87,21192,1190,0:58.867,0
88,21435,1184,0:59.542,0
89,21675,1170,1:00.208,0
90,21927,1171,1:00.908,0
91,22176,1155,1:01.600,0
92,22420,1167,1:02.278,0
93,22659,1179,1:02.942,0
94,22902,1163,1:03.617,0
95,23150,1161,1:04.306,0
96,23393,1168,1:04.981,0
97,23631,1165,1:05.642,0
98,23871,1173,1:06.308,0
99,24110,1179,1:06.972,0
100,24346,1151,1:07.628,0
101,24589,1149,1:08.303,0
102,24835,1145,1:08.986,0
103,25070,1133,1:09.639,0
104,25306,1156,1:10.294,0
105,25546,1163,1:10.961,0
106,25791,1162,1:11.642,0
107,26028,1163,1:12.300,0
108,26267,1159,1:12.964,0
109,26504,1143,1:13.622,0
110,26745,1161,1:14.292,0
111,26984,1172,1:14.956,0
112,27226,1192,1:15.628,0
113,27467,1177,1:16.297,0
114,27705,1176,1:16.958,0
115,27945,1174,1:17.625,0
116,28190,1170,1:18.306,0
117,28439,1193,1:18.997,0
118,28679,1203,1:19.664,0
119,28913,1181,1:20.314,0
120,29150,1174,1:20.972,0
121,29392,1173,1:21.644,0
122,29634,1190,1:22.317,0
123,29875,1192,1:22.986,0
124,30115,1186,1:23.653,0
125,30353,1164,1:24.314,0
126,30595,1173,1:24.986,0
127,30840,1168,1:25.667,0
128,31087,1179,1:26.353,0
129,31331,1200,1:27.031,0
130,31567,1200,1:27.686,0
131,31804,1182,1:28.344,0
132,32042,1173,1:29.006,0
133,32285,1163,1:29.681,0
134,32529,1176,1:30.358,0
135,32769,1196,1:31.025,0
136,33009,1194,1:31.692,0
137,33242,1194,1:32.339,0
138,33483,1185,1:33.008,0
139,33725,1183,1:33.681,0
140,33964,1183,1:34.344,0
141,34198,1207,1:34.994,0
142,34433,1204,1:35.647,0
143,34669,1186,1:36.303,0
144,34911,1197,1:36.975,0
145,35155,1189,1:37.653,0
146,35395,1194,1:38.319,0
147,35634,1212,1:38.983,0
148,35870,1215,1:39.639,0
149,36112,1198,1:40.311,0
150,36354,1196,1:40.983,0
151,36594,1202,1:41.650,0
152,36828,1202,1:42.300,0
153,37063,1205,1:42.953,0
154,37300,1184,1:43.611,0
155,37540,1190,1:44.278,0
156,37782,1184,1:44.950,0
157,38016,1183,1:45.600,0
158,38255,1204,1:46.264,0
159,38487,1216,1:46.908,0
160,38729,1198,1:47.581,0
161,38966,1202,1:48.239,0
162,39205,1204,1:48.903,0
163,39438,1215,1:49.550,0
164,39671,1204,1:50.197,0
165,39907,1199,1:50.853,0
166,40149,1204,1:51.525,0
167,40388,1211,1:52.189,0
168,40625,1201,1:52.847,0
169,40861,1214,1:53.503,0
170,41096,1226,1:54.156,0
171,41334,1199,1:54.817,0
172,41572,1195,1:55.478,0
173,41812,1192,1:56.144,0
174,42042,1187,1:56.783,0
175,42272,1201,1:57.422,0
176,42507,1211,1:58.075,0
177,42744,1197,1:58.733,0
178,42983,1198,1:59.397,0
179,43217,1191,2:00.047,0
180,43454,1184,2:00.706,0
181,43687,1210,2:01.353,0
182,43928,1194,2:02.022,0
183,44170,1197,2:02.694,0
184,44412,1185,2:03.367,0
185,44647,1184,2:04.019,0
186,44888,1198,2:04.689,0
187,45127,1218,2:05.353,0
188,45373,1201,2:06.036,0
189,45619,1199,2:06.719,0
190,45858,1191,2:07.383,0
191,46099,1178,2:08.053,0
192,46340,1192,2:08.722,0
193,46586,1207,2:09.406,0
194,46827,1189,2:10.075,0
195,47067,1180,2:10.742,0
196,47306,1180,2:11.406,0
197,47544,1170,2:12.067,0
198,47783,1189,2:12.731,0
199,48023,1185,2:13.397,0
200,48268,1165,2:14.078,0
201,48505,1165,2:14.736,0
202,48746,1158,2:15.406,0
203,48989,1145,2:16.081,0
204,49239,1168,2:16.775,0
205,49476,1191,2:17.433,0
206,49715,1184,2:18.097,0
207,49952,1167,2:18.756,0
208,50197,1167,2:19.436,0
209,50435,1167,2:20.097,0
210,50680,1178,2:20.778,0
211,50918,1196,2:21.439,0
212,51159,1191,2:22.108,0
213,51393,1179,2:22.758,0
214,51635,1177,2:23.431,0
215,51879,1168,2:24.108,0
216,52119,1180,2:24.775,0
217,52353,1178,2:25.425,0
218,52590,1185,2:26.083,0
219,52830,1176,2:26.750,0
220,53075,1176,2:27.431,0
221,53322,1164,2:28.117,0
222,53566,1168,2:28.794,0
223,53807,1174,2:29.464,0
224,54042,1174,2:30.117,0
225,54282,1169,2:30.783,0
226,54530,1163,2:31.472,0
227,54770,1171,2:32.139,0
228,55004,1163,2:32.789,0
229,55237,1171,2:33.436,0
230,55476,1177,2:34.100,0
231,55715,1159,2:34.764,0
232,55957,1159,2:35.436,0
233,56196,1150,2:36.100,0
234,56437,1146,2:36.769,0
235,56674,1160,2:37.428,0
236,56919,1174,2:38.108,0
237,57163,1175,2:38.786,0
238,57406,1161,2:39.461,0
239,57645,1171,2:40.125,0
240,57887,1153,2:40.797,0
241,58125,1164,2:41.458,0
242,58369,1185,2:42.136,0
243,58611,1172,2:42.808,0
244,58848,1172,2:43.467,0
245,59085,1171,2:44.125,0
246,59323,1170,2:44.786,0
247,59563,1192,2:45.453,0
248,59802,1197,2:46.117,0
249,60037,1176,2:46.769,0
250,60271,1170,2:47.419,0
251,60507,1152,2:48.075,0
252,60743,1153,2:48.731,0
253,60985,1162,2:49.403,0
254,61227,1179,2:50.075,0
255,61462,1164,2:50.728,0
256,61700,1159,2:51.389,0
257,61937,1139,2:52.047,0
258,62187,1151,2:52.742,0
259,62427,1170,2:53.408,0
260,62667,1183,2:54.075,0
261,62900,1179,2:54.722,0
262,63136,1155,2:55.378,0
263,63371,1162,2:56.031,0
264,63613,1175,2:56.703,0
265,63855,1183,2:57.375,0
266,64088,1173,2:58.022,0
267,64322,1155,2:58.672,0
268,64562,1164,2:59.339,0
269,64809,1188,3:00.025,0
270,65049,1189,3:00.692,0
271,65288,1184,3:01.356,0
272,65527,1179,3:02.019,0
273,65766,1190,3:02.683,0
274,66006,1181,3:03.350,0
275,66247,1179,3:04.019,0
276,66492,1177,3:04.700,0
277,66727,1179,3:05.353,0
278,66963,1187,3:06.008,0
279,67198,1174,3:06.661,0
280,67443,1175,3:07.342,0
281,67679,1170,3:07.997,0
282,67913,1174,3:08.647,0
283,68144,1175,3:09.289,0
284,68379,1162,3:09.942,0
285,68610,1148,3:10.583,0
286,68849,1146,3:11.247,0
287,69091,1158,3:11.919,0
288,69327,1190,3:12.575,0
289,69560,1173,3:13.222,0
290,69795,1161,3:13.875,0
291,70041,1152,3:14.558,0
292,70281,1155,3:15.225,0
293,70519,1151,3:15.886,0
294,70756,1191,3:16.544,0
295,70991,1191,3:17.197,0
296,71224,1167,3:17.844,0
297,71463,1162,3:18.508,0
298,71708,1163,3:19.189,0
299,71942,1164,3:19.839,0
300,72174,1171,3:20.483,0
301,72407,1194,3:21.131,0
302,72648,1161,3:21.800,0
303,72884,1123,3:22.456,0
304,73122,1136,3:23.117,0
305,73356,1092,3:23.767,0
306,73593,1084,3:24.425,0
307,73829,1090,3:25.081,0
308,74068,1161,3:25.744,0
309,74311,1168,3:26.419,0
310,74546,1164,3:27.072,0
311,74783,1156,3:27.731,0
312,75022,1170,3:28.394,0
313,75270,1190,3:29.083,0
314,75508,1202,3:29.744,0
315,75745,1197,3:30.403,0
316,75982,1174,3:31.061,0
317,76223,1173,3:31.731,0
318,76465,1167,3:32.403,0
319,76709,1167,3:33.081,0
320,76956,1186,3:33.767,0
321,77198,1206,3:34.439,0
322,77435,1182,3:35.097,0
323,77678,1174,3:35.772,0
324,77930,1189,3:36.472,0
325,78172,1183,3:37.144,0
326,78412,1184,3:37.811,0
327,78652,1209,3:38.478,0
328,78895,1210,3:39.153,0
329,79136,1187,3:39.822,0
330,79379,1143,3:40.497,0
331,79624,1173,3:41.178,0
332,79867,1180,3:41.853,0
333,80104,1207,3:42.511,0
334,80348,1215,3:43.189,0
335,80596,1192,3:43.878,0
336,80840,1198,3:44.556,0
337,81077,1192,3:45.214,0
338,81320,1187,3:45.889,0
339,81565,1180,3:46.569,0
340,81812,1201,3:47.256,0
341,82061,1218,3:47.947,0
342,82301,1209,3:48.614,0
343,82542,1198,3:49.283,0
344,82783,1181,3:49.953,0
345,83037,1158,3:50.658,0
346,83281,1158,3:51.336,0
347,83525,1183,3:52.014,0
348,83763,1196,3:52.675,0
349,84000,1203,3:53.333,0
350,84237,1183,3:53.992,0
351,84478,1166,3:54.661,0
352,84726,1173,3:55.350,0
353,84965,1174,3:56.014,0
354,85202,1192,3:56.672,0
355,85445,1187,3:57.347,0
356,85693,1189,3:58.036,0
357,85934,1183,3:58.706,0
358,86173,1173,3:59.369,0
359,86413,1183,4:00.036,0
360,86657,1192,4:00.714,0
361,86895,1186,4:01.375,0
362,87138,1165,4:02.050,0
363,87381,1171,4:02.725,0
364,87626,1173,4:03.406,0
365,87860,1190,4:04.056,0
366,88101,1196,4:04.725,0
367,88345,1193,4:05.403,0
368,88585,1177,4:06.069,0
369,88817,1165,4:06.714,0
370,88985,642,4:07.181,2
371,89292,1196,4:08.033,0
372,89532,1168,4:08.700,0
373,89771,1176,4:09.364,0
374,90010,1172,4:10.028,0
375,90246,1185,4:10.683,0
376,90477,1182,4:11.325,0
377,90717,1165,4:11.992,0
378,90960,1165,4:12.667,0
379,91196,1176,4:13.322,0
380,91425,1164,4:13.958,0
381,91657,1156,4:14.603,0
382,91898,1170,4:15.272,0
383,92139,1162,4:15.942,0
384,92379,1175,4:16.608,0
385,92616,1166,4:17.267,0
386,92851,1158,4:17.919,0
387,93087,1152,4:18.575,0
388,93331,1154,4:19.253,0
389,93575,1158,4:19.931,0
390,93810,1153,4:20.583,0
391,94041,1183,4:21.225,0
392,94274,1166,4:21.872,0
393,94510,1151,4:22.528,0
394,94746,1161,4:23.183,0
395,94984,1160,4:23.844,0
396,95215,1155,4:24.486,0
397,95451,1156,4:25.142,0
398,95682,1146,4:25.783,0
399,95926,1161,4:26.461,0
400,96166,1173,4:27.128,0
401,96404,1160,4:27.789,0
402,96636,1142,4:28.433,0
403,96869,1137,4:29.081,0
404,97104,1167,4:29.733,0
405,97340,1162,4:30.389,0
406,97578,1161,4:31.050,0
407,97812,1157,4:31.700,0
408,98043,1152,4:32.342,0
409,98269,1107,4:32.969,0
410,98502,1136,4:33.617,0
411,98741,1163,4:34.281,0
412,98971,1201,4:34.919,0
413,99198,1199,4:35.550,0
414,99425,1184,4:36.181,0
415,99659,1188,4:36.831,0
416,99884,1168,4:37.456,0
417,100118,1169,4:38.106,0
418,100349,1162,4:38.747,0
419,100578,1162,4:39.383,0
420,100802,1168,4:40.006,0
421,101031,1161,4:40.642,0
422,101266,1160,4:41.294,0
423,101493,1179,4:41.925,0
424,101718,1231,4:42.550,0
425,101941,1186,4:43.169,0
426,102163,1194,4:43.786,0
427,102383,1196,4:44.397,0
428,102607,1204,4:45.019,0
429,102830,1200,4:45.639,0
430,103050,1198,4:46.250,0
431,103269,1222,4:46.858,0
432,103486,1201,4:47.461,0
433,103710,1187,4:48.083,0
434,103938,1211,4:48.717,0
435,104156,1196,4:49.322,0
436,104373,1181,4:49.925,0
437,104596,1186,4:50.544,0
438,104823,1200,4:51.175,0
439,105044,1181,4:51.789,0
440,105272,1180,4:52.422,0
441,105504,1204,4:53.067,0
442,105729,1201,4:53.692,0
443,105956,1182,4:54.322,0
444,106181,1203,4:54.947,0
445,106415,1209,4:55.597,0
446,106645,1195,4:56.236,0
447,106875,1198,4:56.875,0
448,107010,688,4:57.250,2
449,107323,1212,4:58.119,0
450,107505,1168,4:58.625,1
451,107630,682,4:58.972,2
452,107745,761,4:59.292,2
453,107852,729,4:59.589,2
454,107977,746,4:59.936,2
455,108104,715,5:00.289,2
456,108224,741,5:00.622,2
457,108337,739,5:00.936,2
458,108464,741,5:01.289,2
459,108678,1137,5:01.883,0
460,108911,1153,5:02.531,0
461,109152,885,5:03.200,3
462,109259,654,5:03.497,2
463,109382,739,5:03.839,2
464,109490,739,5:04.139,2
465,109599,738,5:04.442,2
466,109706,690,5:04.739,2
467,109801,773,5:05.003,2
468,109906,739,5:05.294,2
469,110018,758,5:05.606,2
470,110124,734,5:05.900,2
471,110298,1153,5:06.383,0
472,110518,1193,5:06.994,0
473,110751,1217,5:07.642,0
474,110973,1182,5:08.258,0
475,111198,1197,5:08.883,0
476,111424,1200,5:09.511,0
477,111660,1214,5:10.167,0
478,111889,1227,5:10.803,0
479,112120,1192,5:11.444,0
480,112347,1164,5:12.075,0
481,112580,1148,5:12.722,0
482,112809,1136,5:13.358,0
483,113046,1163,5:14.017,0
484,113284,1181,5:14.678,0
485,113517,1221,5:15.325,0
486,113748,1176,5:15.967,0
487,113869,693,5:16.303,2
488,114214,1176,5:17.261,0
489,114451,1200,5:17.919,0
490,114682,1171,5:18.561,0
491,114908,1154,5:19.189,0
492,115138,1152,5:19.828,0
493,115368,1157,5:20.467,0
