,Sample #,MLII,Time,Type
0,93,1195,0:00.258,0
1,326,1183,0:00.906,0
2,561,1166,0:01.558,0
3,798,1164,0:02.217,0
4,1017,1160,0:02.825,0
5,1253,1150,0:03.481,0
6,1488,1161,0:04.133,0
7,1730,1169,0:04.806,0
8,1967,1178,0:05.464,0
9,2208,1171,0:06.133,0
10,2448,1183,0:06.800,0
11,2692,1174,0:07.478,0
12,2935,1176,0:08.153,0
13,3184,1170,0:08.844,0
14,3435,1163,0:09.542,0
15,3686,1159,0:10.239,0
16,3935,1163,0:10.931,0
17,4182,1152,0:11.617,0
18,4427,1175,0:12.297,0
19,4682,1170,0:13.006,0
20,4933,1165,0:13.703,0
21,5183,1161,0:14.397,0
22,5425,1164,0:15.069,0
23,5678,1172,0:15.772,0
24,5929,1179,0:16.469,0
25,6178,1166,0:17.161,0
26,6417,1162,0:17.825,0
27,6680,1166,0:18.556,0
28,6926,1158,0:19.239,0
29,7164,1154,0:19.900,0
30,7406,1146,0:20.572,0
31,7659,1149,0:21.275,0
32,7904,1147,0:21.956,0
33,8149,1145,0:22.636,0
34,8377,1123,0:23.269,0
35,8618,1114,0:23.939,0
36,8860,1124,0:24.611,0
37,9097,1143,0:25.269,0
38,9332,1124,0:25.922,0
39,9571,1123,0:26.586,0
40,9817,1108,0:27.269,0
41,10058,1109,0:27.939,0
42,10298,1136,0:28.606,0
43,10534,1122,0:29.261,0
44,10786,1153,0:29.961,0
45,11033,1149,0:30.647,0
46,11278,1155,0:31.328,0
47,11528,1170,0:32.022,0
48,11778,1170,0:32.717,0
49,12030,1179,0:33.417,0
50,12280,1166,0:34.111,0
51,12538,1176,0:34.828,0
52,12793,1164,0:35.536,0
53,13045,1164,0:36.236,0
54,13295,1187,0:36.931,0
55,13553,1183,0:37.647,0
56,13805,1184,0:38.347,0
57,14055,1176,0:39.042,0
58,14301,1181,0:39.725,0
59,14554,1182,0:40.428,0
60,14804,1211,0:41.122,0
61,15052,1221,0:41.811,0
62,15305,1221,0:42.514,0
63,15560,1201,0:43.222,0
64,15810,1196,0:43.917,0
65,16060,1190,0:44.611,0
66,16310,1172,0:45.306,0
67,16564,1170,0:46.011,0
68,16819,1159,0:46.719,0
69,17073,1165,0:47.425,0
70,17319,1184,0:48.108,0
71,17572,1167,0:48.811,0
72,17826,1149,0:49.517,0
73,18079,1144,0:50.219,0
74,18334,1140,0:50.928,0
75,18596,1159,0:51.656,0
76,18857,1186,0:52.381,0
77,19112,1176,0:53.089,0
78,19358,1172,0:53.772,0
79,19630,1156,0:54.528,0
80,19884,1137,0:55.233,0
81,20145,1139,0:55.958,0
82,20400,1167,0:56.667,0
83,20662,1170,0:57.394,0
84,20905,1166,0:58.069,0
85,21164,1158,0:58.789,0
86,21420,1140,0:59.500,0
87,21676,1161,1:00.211,0
88,21913,1144,1:00.869,0
89,22157,1168,1:01.547,0
90,22406,1146,1:02.239,0
91,22658,1143,1:02.939,0
92,22902,1155,1:03.617,0
93,23144,1166,1:04.289,0
94,23380,1143,1:04.944,0
95,23634,1125,1:05.650,0
96,23879,1116,1:06.331,0
97,24129,1146,1:07.025,0
98,24376,1157,1:07.711,0
99,24625,1166,1:08.403,0
100,24875,1164,1:09.097,0
101,25125,1164,1:09.792,0
102,25376,1165,1:10.489,0
103,25632,1185,1:11.200,0
104,25879,1174,1:11.886,0
105,26128,1064,1:12.578,0
106,26374,982,1:13.261,0
107,26625,1056,1:13.958,0
108,26871,1150,1:14.642,0
109,27113,1198,1:15.314,0
110,27360,1228,1:16.000,0
111,27612,1229,1:16.700,0
112,27858,1228,1:17.383,0
113,28106,1227,1:18.072,0
114,28360,1223,1:18.778,0
115,28614,1221,1:19.483,0
116,28868,1213,1:20.189,0
117,29122,1192,1:20.894,0
118,29378,1178,1:21.606,0
119,29632,1160,1:22.311,0
120,29889,1164,1:23.025,0
121,30145,1167,1:23.736,0
122,30403,1182,1:24.453,0
123,30659,1186,1:25.164,0
124,30902,1171,1:25.839,0
125,31149,1160,1:26.525,0
126,31402,1138,1:27.228,0
127,31653,1134,1:27.925,0
128,31904,1149,1:28.622,0
129,32140,1145,1:29.278,0
130,32386,1140,1:29.961,0
131,32640,1147,1:30.667,0
132,32888,1135,1:31.356,0
133,33139,1140,1:32.053,0
134,33394,1148,1:32.761,0
135,33636,1146,1:33.433,0
136,33887,1145,1:34.131,0
137,34136,1127,1:34.822,0
138,34392,1123,1:35.533,0
139,34631,1152,1:36.197,0
140,34872,1139,1:36.867,0
141,35112,1157,1:37.533,0
142,35361,1135,1:38.225,0
143,35601,1130,1:38.892,0
144,35842,1145,1:39.561,0
145,36076,1150,1:40.211,0
146,36315,1158,1:40.875,0
147,36565,1140,1:41.569,0
148,36808,1133,1:42.244,0
149,37055,1157,1:42.931,0
150,37307,1180,1:43.631,0
151,37556,1191,1:44.322,0
152,37800,1174,1:45.000,0
153,38049,1149,1:45.692,0
154,38302,1127,1:46.394,0
155,38552,1129,1:47.089,0
156,38804,1125,1:47.789,0
157,39057,1132,1:48.492,0
158,39323,1124,1:49.231,0
159,39582,1118,1:49.950,0
160,39840,1135,1:50.667,0
161,40096,1142,1:51.378,0
162,40359,1145,1:52.108,0
163,40613,1146,1:52.814,0
164,40873,1142,1:53.536,0
165,41128,1142,1:54.244,0
166,41391,1149,1:54.975,0
167,41645,1161,1:55.681,0
168,41904,1177,1:56.400,0
169,42161,1170,1:57.114,0
170,42419,1169,1:57.831,0
171,42675,1153,1:58.542,0
172,42931,1159,1:59.253,0
173,43195,1167,1:59.986,0
174,43454,1180,2:00.706,0
175,43713,1169,2:01.425,0
176,43967,1164,2:02.131,0
177,44234,1166,2:02.872,0
178,44501,1156,2:03.614,0
179,44775,1178,2:04.375,0
180,45042,1171,2:05.117,0
181,45309,1176,2:05.858,0
182,45575,1167,2:06.597,0
183,45836,1168,2:07.322,0
184,46102,1179,2:08.061,0
185,46364,1171,2:08.789,0
186,46621,1185,2:09.503,0
187,46873,1166,2:10.203,0
188,47135,1155,2:10.931,0
189,47392,1174,2:11.644,0
190,47644,1174,2:12.344,0
191,47895,1177,2:13.042,0
192,48157,1152,2:13.769,0
193,48408,1145,2:14.467,0
194,48659,1148,2:15.164,0
195,48907,1173,2:15.853,0
196,49161,1172,2:16.558,0
197,49406,1172,2:17.239,0
198,49660,1167,2:17.944,0
199,49905,1176,2:18.625,0
200,50157,1176,2:19.325,0
201,50403,1188,2:20.008,0
202,50646,1195,2:20.683,0
203,50899,1184,2:21.386,0
204,51151,1174,2:22.086,0
205,51400,1165,2:22.778,0
206,51643,1187,2:23.453,0
207,51883,1169,2:24.119,0
208,52138,1176,2:24.828,0
209,52383,1161,2:25.508,0
210,52628,1161,2:26.189,0
211,52867,1162,2:26.853,0
212,53114,1182,2:27.539,0
213,53350,1188,2:28.194,0
214,53596,1186,2:28.878,0
215,53844,1183,2:29.567,0
216,54095,1183,2:30.264,0
217,54342,1192,2:30.950,0
218,54586,1203,2:31.628,0
219,54837,1185,2:32.325,0
220,55094,1187,2:33.039,0
221,55342,1179,2:33.728,0
222,55594,1183,2:34.428,0
223,55836,1202,2:35.100,0
224,56083,1194,2:35.786,0
225,56329,1181,2:36.469,0
226,56577,1168,2:37.158,0
227,56828,1162,2:37.856,0
228,57082,1175,2:38.561,0
229,57333,1184,2:39.258,0
230,57585,1181,2:39.958,0
231,57841,1183,2:40.669,0
232,58109,1175,2:41.414,0
233,58372,1179,2:42.144,0
234,58635,1182,2:42.875,0
235,58891,1187,2:43.586,0
236,59161,1185,2:44.336,0
237,59427,1186,2:45.075,0
238,59697,1178,2:45.825,0
239,59971,1201,2:46.586,0
240,60236,1197,2:47.322,0
241,60492,1173,2:48.033,0
242,60750,1173,2:48.750,0
243,61016,1163,2:49.489,0
244,61275,1172,2:50.208,0
245,61534,1171,2:50.928,0
246,61783,1178,2:51.619,0
247,62056,1164,2:52.378,0
248,62322,1163,2:53.117,0
249,62591,1165,2:53.864,0
250,62861,1188,2:54.614,0
251,63125,1193,2:55.347,0
252,63385,1197,2:56.069,0
253,63647,1185,2:56.797,0
254,63913,1178,2:57.536,0
255,64182,1203,2:58.283,0
256,64454,1208,2:59.039,0
257,64724,1201,2:59.789,0
258,65006,1176,3:00.572,0
259,65298,1182,3:01.383,0
260,65598,1169,3:02.217,0
261,65910,1165,3:03.083,0
262,66227,1180,3:03.964,0
