,Sample #,MLII,Time,Type
0,99,1293,0:00.275,0
1,431,1367,0:01.197,0
2,660,1315,0:01.833,0
3,862,1253,0:02.394,0
4,1002,1187,0:02.783,0
5,1270,1249,0:03.528,0
6,1483,1317,0:04.119,0
7,1719,1404,0:04.775,0
8,1874,1348,0:05.206,0
9,2102,1330,0:05.839,0
10,2251,801,0:06.253,2
11,2368,738,0:06.578,2
12,2518,1243,0:06.994,0
13,2659,1290,0:07.386,0
14,2792,1282,0:07.756,0
15,2933,1292,0:08.147,0
16,3128,1234,0:08.689,0
17,3333,1377,0:09.258,0
18,3464,1302,0:09.622,0
19,3714,1390,0:10.317,0
20,3853,931,0:10.703,2
21,3993,1381,0:11.092,0
22,4236,1252,0:11.767,0
23,4540,801,0:12.611,2
24,4722,1162,0:13.117,0
25,4859,1249,0:13.497,0
26,5082,1215,0:14.117,0
27,5247,1208,0:14.575,0
28,5434,1245,0:15.094,0
29,5649,1362,0:15.692,0
30,5794,1367,0:16.094,0
31,6030,1390,0:16.750,0
32,6200,1411,0:17.222,0
33,6434,1283,0:17.872,0
34,6711,1296,0:18.642,0
35,6944,1341,0:19.289,0
36,7279,1248,0:20.219,0
37,7587,1251,0:21.075,0
38,7750,1249,0:21.528,0
39,7882,1227,0:21.894,0
40,8154,1308,0:22.650,0
41,8312,1300,0:23.089,0
42,8541,1427,0:23.725,0
43,8876,1402,0:24.656,0
44,9114,1402,0:25.317,0
45,9294,1418,0:25.817,0
46,9432,1387,0:26.200,0
47,9672,1421,0:26.867,0
48,9951,1389,0:27.642,0
49,10168,1364,0:28.244,0
50,10497,1336,0:29.158,0
51,10830,1366,0:30.083,0
52,11081,1328,0:30.781,0
53,11342,1395,0:31.506,0
54,11653,1434,0:32.369,0
55,11858,1452,0:32.939,0
56,12018,1403,0:33.383,0
57,12277,1409,0:34.103,0
58,12526,1361,0:34.794,0
59,12755,1357,0:35.431,0
60,12991,1379,0:36.086,0
61,13198,1422,0:36.661,0
62,13540,1388,0:37.611,0
63,13777,1381,0:38.269,0
64,14015,1334,0:38.931,0
65,14290,1422,0:39.694,0
66,14589,1467,0:40.525,0
67,14786,1446,0:41.072,0
68,14926,1324,0:41.461,0
69,15243,1333,0:42.342,0
70,15435,1378,0:42.875,0
71,15630,1340,0:43.417,0
72,15930,1315,0:44.250,0
73,16069,753,0:44.636,2
74,16306,1339,0:45.294,0
75,16599,1258,0:46.108,0
76,16726,1051,0:46.461,2
77,16858,736,0:46.828,2
78,16976,735,0:47.156,2
79,17274,1336,0:47.983,0
80,17429,764,0:48.414,2
81,17651,1167,0:49.031,0
82,17922,1040,0:49.783,0
83,18229,1137,0:50.636,0
84,18434,1285,0:51.206,0
85,18641,1249,0:51.781,0
86,18911,1265,0:52.531,0
87,19116,1273,0:53.100,0
88,19259,1199,0:53.497,0
89,19393,1209,0:53.869,0
90,19742,1277,0:54.839,0
91,19894,512,0:55.261,2
92,20101,1147,0:55.836,0
93,20295,1094,0:56.375,0
94,20454,1122,0:56.817,0
95,20582,1195,0:57.172,0
96,20709,1296,0:57.525,0
97,20898,1414,0:58.050,0
98,21033,1376,0:58.425,0
99,21158,1417,0:58.772,0
100,21279,1389,0:59.108,0
101,21408,1343,0:59.467,0
102,21706,1298,1:00.294,0
103,21861,546,1:00.725,2
104,21974,820,1:01.039,2
105,22140,1295,1:01.500,0
106,22258,861,1:01.828,2
107,22388,1305,1:02.189,0
108,22514,1351,1:02.539,0
109,22650,1314,1:02.917,0
110,22768,1299,1:03.244,0
111,22884,1257,1:03.567,0
112,23263,1226,1:04.619,0
113,23397,1223,1:04.992,2
114,23641,1163,1:05.669,0
115,23770,652,1:06.028,2
116,24074,1286,1:06.872,0
117,24226,1236,1:07.294,0
118,24362,1208,1:07.672,0
119,24490,1178,1:08.028,0
120,24725,1325,1:08.681,0
121,24884,1337,1:09.122,0
122,25002,1292,1:09.450,0
123,25301,1288,1:10.281,0
124,25441,788,1:10.669,2
125,25674,1234,1:11.317,0
126,26001,1307,1:12.225,0
127,26301,1362,1:13.058,0
128,26449,894,1:13.469,2
129,26590,1105,1:13.861,2
130,26820,1205,1:14.500,0
131,26973,1199,1:14.925,0
132,27217,1288,1:15.603,0
133,27518,1326,1:16.439,0
134,27828,1286,1:17.300,0
135,27972,838,1:17.700,2
136,28218,1346,1:18.383,0
137,28452,1365,1:19.033,0
138,28637,1339,1:19.547,0
139,28862,1289,1:20.172,0
140,29025,1285,1:20.625,0
141,29341,1255,1:21.503,0
142,29519,1289,1:21.997,0
143,29785,1281,1:22.736,0
144,30062,1326,1:23.506,0
145,30280,1286,1:24.111,0
146,30591,1287,1:24.975,0
147,30743,819,1:25.397,2
148,31009,1306,1:26.136,0
149,31249,1306,1:26.803,0
150,31578,1172,1:27.717,0
151,31850,1267,1:28.472,0
152,32009,1273,1:28.914,0
153,32243,1313,1:29.564,0
154,32516,1383,1:30.322,0
155,32729,1298,1:30.914,0
156,32985,1172,1:31.625,0
157,33132,726,1:32.033,2
158,33269,738,1:32.414,2
159,33405,1159,1:32.792,2
160,33764,1330,1:33.789,0
161,33895,1129,1:34.153,2
162,34287,1202,1:35.242,0
163,34440,814,1:35.667,1
164,34583,1125,1:36.064,0
165,34723,1250,1:36.453,0
166,34986,1203,1:37.183,0
167,35139,803,1:37.608,2
168,35263,845,1:37.953,2
169,35533,1282,1:38.703,0
170,35664,808,1:39.067,1
171,35792,1296,1:39.422,0
172,35930,1295,1:39.806,0
173,36079,1216,1:40.219,0
174,36296,1275,1:40.822,0
175,36556,1342,1:41.544,0
176,36678,988,1:41.883,2
177,36920,1247,1:42.556,0
178,37064,1049,1:42.956,0
179,37296,1241,1:43.600,0
180,37542,1160,1:44.283,0
181,37769,1180,1:44.914,0
182,37895,575,1:45.264,2
183,38000,552,1:45.556,2
184,38120,544,1:45.889,2
185,38394,1177,1:46.650,0
186,38635,1086,1:47.319,0
187,38870,1065,1:47.972,0
188,39002,528,1:48.339,2
189,39126,613,1:48.683,2
190,39272,1127,1:49.089,0
191,39471,1107,1:49.642,0
192,39655,868,1:50.153,0
193,39781,817,1:50.503,0
194,39925,1126,1:50.903,0
195,40044,1102,1:51.233,0
196,40260,1109,1:51.833,0
197,40390,812,1:52.194,0
198,40704,1172,1:53.067,0
199,40833,1143,1:53.425,2
200,41243,1096,1:54.564,0
201,41394,561,1:54.983,2
202,41660,1133,1:55.722,0
203,41813,1126,1:56.147,0
204,42128,1106,1:57.022,0
205,42437,1112,1:57.881,0
206,42659,1142,1:58.497,0
207,42914,1123,1:59.206,0
208,43053,653,1:59.592,0
209,43401,1150,2:00.558,0
210,43555,602,2:00.986,0
211,43686,815,2:01.350,0
212,43842,1082,2:01.783,0
213,43988,1076,2:02.189,0
214,44224,1117,2:02.844,0
215,44458,1116,2:03.494,0
216,44625,1143,2:03.958,0
217,44758,1092,2:04.328,0
218,44885,1089,2:04.681,0
219,45034,1117,2:05.094,0
220,45153,808,2:05.425,0
221,45289,1088,2:05.803,0
222,45567,1111,2:06.575,0
223,45708,1100,2:06.967,2
224,45996,1087,2:07.767,0
225,46117,511,2:08.103,2
226,46336,1112,2:08.711,0
227,46460,820,2:09.056,0
228,46733,1118,2:09.814,0
229,46859,537,2:10.164,2
230,47062,1139,2:10.728,0
231,47236,1143,2:11.211,0
232,47348,728,2:11.522,0
233,47595,1109,2:12.208,0
234,48028,1138,2:13.411,0
235,48196,571,2:13.878,2
236,48402,1144,2:14.450,0
237,48738,1122,2:15.383,0
238,49061,1127,2:16.281,0
239,49189,540,2:16.636,2
240,49420,1118,2:17.278,0
241,49559,822,2:17.664,0
242,49689,848,2:18.025,0
243,49938,1113,2:18.717,0
244,50121,1119,2:19.225,0
245,50450,1120,2:20.139,0
246,50745,1121,2:20.958,0
247,51055,1118,2:21.819,0
248,51187,570,2:22.186,2
249,51304,670,2:22.511,0
250,51430,1106,2:22.861,0
251,51655,1097,2:23.486,0
252,51907,1129,2:24.186,0
253,52179,1128,2:24.942,0
254,52486,824,2:25.794,0
255,52934,1164,2:27.039,0
256,53170,1173,2:27.694,0
