,Sample #,MLII,Time,Type
0,189,1240,0:00.525,0
1,425,1240,0:01.181,0
2,659,1212,0:01.831,0
3,889,1212,0:02.469,0
4,1113,1213,0:03.092,0
5,1336,1253,0:03.711,0
6,1553,1275,0:04.314,0
7,1773,1257,0:04.925,0
8,1999,1271,0:05.553,0
9,2236,1253,0:06.211,0
10,2476,1229,0:06.878,0
11,2705,1219,0:07.514,0
12,2934,1286,0:08.150,0
13,3164,1251,0:08.789,0
14,3389,1255,0:09.414,0
15,3618,1232,0:10.050,0
16,3844,1230,0:10.678,0
17,4060,1243,0:11.278,0
18,4292,1271,0:11.922,0
19,4528,1235,0:12.578,0
20,4767,1242,0:13.242,0
21,5009,1227,0:13.914,0
22,5246,1252,0:14.572,0
23,5479,1235,0:15.219,0
24,5701,1225,0:15.836,0
25,5927,1214,0:16.464,0
26,6145,1211,0:17.069,0
27,6375,1234,0:17.708,0
28,6620,1204,0:18.389,0
29,6864,1225,0:19.067,0
30,7105,1250,0:19.736,0
31,7340,1248,0:20.389,0
32,7570,1237,0:21.028,0
33,7802,1205,0:21.672,0
34,8039,1217,0:22.331,0
35,8261,1180,0:22.947,0
36,8492,1232,0:23.589,0
37,8726,1241,0:24.239,0
38,8966,1211,0:24.906,0
39,9203,1243,0:25.564,0
40,9430,1243,0:26.194,0
41,9666,1253,0:26.850,0
42,9905,1199,0:27.514,0
43,10137,1214,0:28.158,0
44,10373,1253,0:28.814,0
45,10599,1224,0:29.442,0
46,10843,1213,0:30.119,0
47,11099,1240,0:30.831,0
48,11352,1243,0:31.533,0
49,11594,1217,0:32.206,0
50,11829,1216,0:32.858,0
51,12066,1218,0:33.517,0
52,12302,1198,0:34.172,0
53,12528,1210,0:34.800,0
54,12757,1237,0:35.436,0
55,13005,1208,0:36.125,0
56,13246,1238,0:36.794,0
57,13487,1212,0:37.464,0
58,13719,1206,0:38.108,0
59,13952,1211,0:38.756,0
60,14186,1228,0:39.406,0
61,14412,1219,0:40.033,0
62,14638,1199,0:40.661,0
63,14848,1216,0:41.244,0
64,15075,1217,0:41.875,0
65,15316,1197,0:42.544,0
66,15552,1235,0:43.200,0
67,15780,1262,0:43.833,0
68,16018,1267,0:44.494,0
69,16246,1255,0:45.128,0
70,16472,1214,0:45.756,0
71,16690,1238,0:46.361,0
72,16910,1246,0:46.972,0
73,17145,1233,0:47.625,0
74,17380,1231,0:48.278,0
75,17617,1226,0:48.936,0
76,17847,1204,0:49.575,0
77,18075,1215,0:50.208,0
78,18302,1222,0:50.839,0
79,18522,1260,0:51.450,0
80,18748,1228,0:52.078,0
81,18973,1191,0:52.703,0
82,19148,1182,0:53.189,1
83,19404,1232,0:53.900,0
84,19639,1217,0:54.553,0
85,19873,1234,0:55.203,0
86,20107,1213,0:55.853,0
87,20334,1210,0:56.483,0
88,20558,1212,0:57.106,0
89,20780,1241,0:57.722,0
90,20996,1254,0:58.322,0
91,21211,1257,0:58.919,0
92,21432,1258,0:59.533,0
93,21666,1222,1:00.183,0
94,21911,1238,1:00.864,0
95,22158,1231,1:01.550,0
96,22388,1249,1:02.189,0
97,22617,1237,1:02.825,0
98,22838,1190,1:03.439,0
99,23064,1185,1:04.067,0
100,23291,1228,1:04.697,0
101,23502,1231,1:05.283,0
102,23730,1200,1:05.917,0
103,23958,1187,1:06.550,0
104,24169,1225,1:07.136,0
105,24417,1239,1:07.825,0
106,24641,1237,1:08.447,0
107,24871,1222,1:09.086,0
108,25096,1204,1:09.711,0
109,25313,1223,1:10.314,0
110,25496,1244,1:10.822,1
111,25736,1242,1:11.489,0
112,25968,1228,1:12.133,0
113,26207,1223,1:12.797,0
114,26443,1231,1:13.453,0
115,26671,1282,1:14.086,0
116,26891,1265,1:14.697,0
117,27116,1225,1:15.322,0
118,27338,1200,1:15.939,0
119,27553,1204,1:16.536,0
120,27762,1221,1:17.117,0
121,27985,1246,1:17.736,0
122,28218,1226,1:18.383,0
123,28451,1221,1:19.031,0
124,28678,1219,1:19.661,0
125,28902,1228,1:20.283,0
126,29131,1221,1:20.919,0
127,29357,1245,1:21.547,0
128,29574,1231,1:22.150,0
129,29784,1232,1:22.733,0
130,29999,1232,1:23.331,0
131,30223,1243,1:23.953,0
132,30457,1245,1:24.603,0
133,30691,1235,1:25.253,0
134,30922,1200,1:25.894,0
135,31154,1210,1:26.539,0
136,31383,1239,1:27.175,0
137,31611,1194,1:27.808,0
138,31834,1202,1:28.428,0
139,32057,1219,1:29.047,0
140,32300,1227,1:29.722,0
141,32545,1218,1:30.403,0
142,32788,1208,1:31.078,0
143,33028,1204,1:31.744,0
144,33260,1192,1:32.389,0
145,33493,1208,1:33.036,0
146,33720,1216,1:33.667,0
147,33920,1227,1:34.222,0
148,34170,1224,1:34.917,0
149,34389,1200,1:35.525,0
150,34621,1208,1:36.169,0
151,34856,1220,1:36.822,0
152,35097,1223,1:37.492,0
153,35332,1210,1:38.144,0
154,35558,1212,1:38.772,0
155,35782,1201,1:39.394,0
156,36001,1217,1:40.003,0
157,36170,1229,1:40.472,1
158,36407,1211,1:41.131,0
159,36641,1235,1:41.781,0
160,36877,1251,1:42.436,0
161,37116,1238,1:43.100,0
162,37341,1219,1:43.725,0
163,37572,1189,1:44.367,0
164,37794,1204,1:44.983,0
165,38016,1230,1:45.600,0
166,38243,1254,1:46.231,0
167,38461,1222,1:46.836,0
168,38675,1193,1:47.431,0
169,38897,1207,1:48.047,0
170,39129,1233,1:48.692,0
171,39364,1240,1:49.344,0
172,39586,1209,1:49.961,0
173,39811,1197,1:50.586,0
174,40039,1193,1:51.219,0
175,40258,1166,1:51.828,0
176,40477,1210,1:52.436,0
177,40684,1218,1:53.011,0
178,40907,1226,1:53.631,0
179,41142,1259,1:54.283,0
180,41377,1230,1:54.936,0
181,41610,1217,1:55.583,0
182,41833,1240,1:56.203,0
183,42057,1247,1:56.825,0
184,42276,1282,1:57.433,0
185,42451,1249,1:57.919,1
186,42709,1241,1:58.636,0
187,42931,1235,1:59.253,0
188,43171,1254,1:59.919,0
189,43415,1259,2:00.597,0
190,43642,1230,2:01.228,0
191,43887,1201,2:01.908,0
192,44122,1211,2:02.561,0
193,44357,1234,2:03.214,0
194,44581,1219,2:03.836,0
195,44803,1221,2:04.453,0
196,45014,1208,2:05.039,0
197,45238,1245,2:05.661,0
198,45467,1221,2:06.297,0
199,45702,1238,2:06.950,0
200,45936,1230,2:07.600,0
201,46165,1220,2:08.236,0
202,46387,1220,2:08.853,0
203,46607,1216,2:09.464,0
204,46827,1244,2:10.075,0
205,47050,1230,2:10.694,0
206,47269,1216,2:11.303,0
207,47498,1215,2:11.939,0
208,47738,1255,2:12.606,0
209,47968,1235,2:13.244,0
210,48198,1237,2:13.883,0
211,48427,1205,2:14.519,0
212,48656,1242,2:15.156,0
213,48883,1229,2:15.786,0
214,49110,1233,2:16.417,0
215,49324,1229,2:17.011,0
216,49552,1228,2:17.644,0
217,49781,1229,2:18.281,0
218,50017,1215,2:18.936,0
219,50258,1194,2:19.606,0
220,50486,1198,2:20.239,0
221,50715,1246,2:20.875,0
222,50936,1240,2:21.489,0
223,51161,1225,2:22.114,0
224,51385,1216,2:22.736,0
225,51597,1247,2:23.325,0
226,51835,1254,2:23.986,0
227,52080,1231,2:24.667,0
