,Sample #,MLII,Time,Type
0,243,1263,0:00.675,0
1,693,1302,0:01.925,0
2,1119,1256,0:03.108,0
3,1552,1347,0:04.311,0
4,1989,1279,0:05.525,0
5,2444,1310,0:06.789,0
6,2885,1226,0:08.014,0
7,3307,1276,0:09.186,0
8,3744,1220,0:10.400,0
9,4156,1295,0:11.544,0
10,4594,1252,0:12.761,0
11,5016,1308,0:13.933,0
12,5457,1261,0:15.158,0
13,5878,1303,0:16.328,0
14,6327,1275,0:17.575,0
15,6756,1274,0:18.767,0
16,7200,1295,0:20.000,0
17,7633,1268,0:21.203,0
18,8072,1295,0:22.422,0
19,8500,1256,0:23.611,0
20,8936,1313,0:24.822,0
21,9356,1264,0:25.989,0
22,9794,1312,0:27.206,0
23,10220,1263,0:28.389,0
24,10661,1318,0:29.614,0
25,11087,1252,0:30.797,0
26,11517,1319,0:31.992,0
27,11952,1251,0:33.200,0
28,12386,1310,0:34.406,0
29,12812,1240,0:35.589,0
30,13236,1267,0:36.767,0
31,13671,1297,0:37.975,0
32,14100,1283,0:39.167,0
33,14528,1294,0:40.356,0
34,14981,1290,0:41.614,0
35,15419,1234,0:42.831,0
36,15865,1256,0:44.069,0
37,16316,1289,0:45.322,0
38,16768,1260,0:46.578,0
39,17200,1269,0:47.778,0
40,17650,1287,0:49.028,0
41,18089,1246,0:50.247,0
42,18538,1323,0:51.494,0
43,18983,1327,0:52.731,0
44,19416,1295,0:53.933,0
45,19869,1278,0:55.192,0
46,20318,1235,0:56.439,0
47,20772,1285,0:57.700,0
48,21222,1230,0:58.950,0
49,21651,1271,1:00.142,0
50,22093,1273,1:01.369,0
51,22532,1306,1:02.589,0
52,22988,1208,1:03.856,0
53,23423,1282,1:05.064,0
54,23898,1295,1:06.383,0
55,24362,1285,1:07.672,0
56,24815,1243,1:08.931,0
57,25252,1296,1:10.144,0
58,25688,1251,1:11.356,0
59,26108,1344,1:12.522,0
60,26540,1291,1:13.722,0
61,26953,1327,1:14.869,0
62,27396,1328,1:16.100,0
63,27852,1271,1:17.367,0
64,28278,1287,1:18.550,0
65,28726,1331,1:19.794,0
66,29139,1264,1:20.942,0
67,29575,1237,1:22.153,0
68,30022,1225,1:23.394,0
69,30450,1216,1:24.583,0
70,30888,1264,1:25.800,0
71,31319,1236,1:26.997,0
72,31755,1276,1:28.208,0
73,32196,1292,1:29.433,0
74,32642,1267,1:30.672,0
75,33085,1293,1:31.903,0
76,33517,1282,1:33.103,0
77,33957,1242,1:34.325,0
78,34397,1286,1:35.547,0
79,34843,1252,1:36.786,0
80,35266,1256,1:37.961,0
81,35689,1269,1:39.136,0
82,36127,1280,1:40.353,0
83,36586,1292,1:41.628,0
84,37033,1251,1:42.869,0
85,37480,1290,1:44.111,0
86,37934,1264,1:45.372,0
87,38370,1287,1:46.583,0
