,Sample #,MLII,Time,Type
0,124,1184,0:00.344,0
1,313,1177,0:00.869,0
2,503,1160,0:01.397,0
3,704,1123,0:01.956,0
4,901,1126,0:02.503,0
5,1098,1142,0:03.050,0
6,1294,1170,0:03.594,0
7,1481,1150,0:04.114,0
8,1669,1149,0:04.636,0
9,1854,1109,0:05.150,0
10,2042,1132,0:05.672,0
11,2221,1137,0:06.169,0
12,2407,1149,0:06.686,0
13,2594,1131,0:07.206,0
14,2786,1131,0:07.739,0
15,2990,1131,0:08.306,0
16,3199,1209,0:08.886,0
17,3399,1174,0:09.442,0
18,3605,1148,0:10.014,0
19,3789,1166,0:10.525,0
20,3971,1143,0:11.031,0
21,4153,1126,0:11.536,0
22,4339,1157,0:12.053,0
23,4520,1156,0:12.556,0
24,4711,1160,0:13.086,0
25,4910,1126,0:13.639,0
26,5111,1135,0:14.197,0
27,5309,1177,0:14.747,0
28,5503,1168,0:15.286,0
29,5690,1226,0:15.806,0
30,5876,1229,0:16.322,0
31,6069,1183,0:16.858,0
32,6258,1138,0:17.383,0
33,6428,1273,0:17.856,2
34,6631,1157,0:18.419,0
35,6817,1155,0:18.936,0
36,7012,1167,0:19.478,0
37,7216,1180,0:20.044,0
38,7412,1174,0:20.589,0
39,7616,1183,0:21.156,0
40,7816,1178,0:21.711,0
41,8018,1168,0:22.272,0
42,8205,1155,0:22.792,0
43,8390,1139,0:23.306,0
44,8570,1158,0:23.806,0
45,8753,1146,0:24.314,0
46,8946,1151,0:24.850,0
47,9103,1447,0:25.286,2
48,9214,1340,0:25.594,2
49,9549,1151,0:26.525,0
50,9745,1134,0:27.069,0
51,9943,1133,0:27.619,0
52,10135,1125,0:28.153,0
53,10322,1109,0:28.672,0
54,10490,1256,0:29.139,2
55,10619,1269,0:29.497,2
56,10875,1134,0:30.208,0
57,11062,1116,0:30.728,0
58,11254,1147,0:31.261,0
59,11448,1115,0:31.800,0
60,11643,1115,0:32.342,0
61,11842,1142,0:32.894,0
62,12050,1172,0:33.472,0
63,12248,1142,0:34.022,0
64,12436,1156,0:34.544,0
65,12618,1138,0:35.050,0
66,12797,1137,0:35.547,0
67,12976,1166,0:36.044,0
68,13160,1238,0:36.556,0
69,13340,1205,0:37.056,0
70,13533,1171,0:37.592,0
71,13732,1185,0:38.144,0
72,13937,1169,0:38.714,0
73,14138,1199,0:39.272,0
74,14332,1174,0:39.811,0
75,14517,1169,0:40.325,0
76,14700,1163,0:40.833,0
77,14885,1165,0:41.347,0
78,15018,1493,0:41.717,2
79,15262,1182,0:42.394,0
80,15456,1155,0:42.933,0
81,15649,1161,0:43.469,0
82,15847,1147,0:44.019,0
83,16043,1175,0:44.564,0
84,16244,1175,0:45.122,0
85,16437,1165,0:45.658,0
86,16635,1151,0:46.208,0
87,16809,1324,0:46.692,2
88,17005,1198,0:47.236,0
89,17181,1160,0:47.725,0
90,17361,1126,0:48.225,0
91,17542,1134,0:48.728,0
92,17730,1165,0:49.250,0
93,17927,1188,0:49.797,0
94,18130,1199,0:50.361,0
95,18327,1179,0:50.908,0
96,18467,1358,0:51.297,2
97,18716,1183,0:51.989,0
98,18900,1151,0:52.500,0
99,19084,1155,0:53.011,0
100,19263,1180,0:53.508,0
101,19442,1171,0:54.006,0
102,19554,1183,0:54.317,2
103,19816,1126,0:55.044,0
104,20010,1115,0:55.583,0
105,20210,1172,0:56.139,0
106,20402,1170,0:56.672,0
107,20595,1167,0:57.208,0
108,20795,1142,0:57.764,0
109,20996,1133,0:58.322,0
110,21180,1177,0:58.833,0
111,21360,1172,0:59.333,0
112,21537,1165,0:59.825,0
113,21718,1132,1:00.328,0
114,21902,1138,1:00.839,0
115,22098,1165,1:01.383,0
116,22282,1173,1:01.894,0
117,22486,1171,1:02.461,0
118,22687,1194,1:03.019,0
119,22894,1174,1:03.594,0
120,23087,1123,1:04.131,0
121,23278,1101,1:04.661,0
122,23458,1147,1:05.161,0
123,23638,1205,1:05.661,0
124,23822,1204,1:06.172,0
125,24014,1191,1:06.706,0
126,24204,1193,1:07.233,0
127,24406,1177,1:07.794,0
128,24601,1130,1:08.336,0
129,24800,1128,1:08.889,0
130,25007,1112,1:09.464,0
131,25202,1123,1:10.006,0
132,25393,1179,1:10.536,0
133,25575,1209,1:11.042,0
134,25759,1159,1:11.553,0
135,25938,1172,1:12.050,0
136,26075,1427,1:12.431,2
137,26308,1193,1:13.078,0
138,26500,1173,1:13.611,0
139,26705,1170,1:14.181,0
140,26921,1151,1:14.781,0
141,27125,1170,1:15.347,0
142,27328,1179,1:15.911,0
143,27511,1198,1:16.419,0
144,27653,1509,1:16.814,2
