,Sample #,MLII,Time,Type
0,46,1411,0:00.128,3
1,209,1365,0:00.581,2
2,483,1317,0:01.342,0
3,697,1395,0:01.936,3
4,853,1261,0:02.369,2
5,1181,1328,0:03.281,0
6,1378,1353,0:03.828,2
7,1579,1353,0:04.386,2
8,1860,1350,0:05.167,0
9,2058,1294,0:05.717,2
10,2242,1278,0:06.228,2
11,2558,1343,0:07.106,0
12,2747,1325,0:07.631,2
13,2930,1336,0:08.139,2
14,3201,1344,0:08.892,0
15,3411,1308,0:09.475,2
16,3606,1358,0:10.017,2
17,3886,1368,0:10.794,0
18,4097,1405,0:11.381,3
19,4262,1260,0:11.839,2
20,4565,1330,0:12.681,0
21,4766,1384,0:13.239,3
22,4944,1348,0:13.733,2
23,5196,1360,0:14.433,0
24,5414,1423,0:15.039,3
25,5568,1322,0:15.467,2
26,5899,1359,0:16.386,0
27,6105,1294,0:16.958,2
28,6304,1287,0:17.511,2
29,6579,1332,0:18.275,0
30,6776,1474,0:18.822,3
31,6941,1377,0:19.281,2
32,7169,1377,0:19.914,0
33,7349,1356,0:20.414,0
34,7547,1434,0:20.964,3
35,7750,1228,0:21.528,0
36,7951,1245,0:22.086,0
37,8147,1414,0:22.631,0
38,8317,1434,0:23.103,2
39,8532,1421,0:23.700,0
40,8727,1372,0:24.242,0
41,8922,1365,0:24.783,0
42,9087,1353,0:25.242,2
43,9294,1211,0:25.817,0
44,9472,1170,0:26.311,0
45,9649,1203,0:26.803,0
46,9824,1259,0:27.289,2
47,10035,1214,0:27.875,0
48,10233,1116,0:28.425,0
49,10423,1214,0:28.953,0
50,10595,1368,0:29.431,2
51,10791,1294,0:29.975,0
52,10973,1331,0:30.481,0
53,11155,1419,0:30.986,0
54,11324,1331,0:31.456,2
55,11526,1348,0:32.017,0
56,11697,1415,0:32.492,0
57,11888,1465,0:33.022,0
58,12055,1337,0:33.486,2
59,12273,1330,0:34.092,0
60,12471,1309,0:34.642,0
61,12680,1317,0:35.222,0
62,12894,1359,0:35.817,0
63,13099,1326,0:36.386,0
64,13292,1345,0:36.922,3
65,13486,1314,0:37.461,0
66,13673,1244,0:37.981,0
67,13850,1305,0:38.472,0
68,14046,1328,0:39.017,0
69,14251,1247,0:39.586,0
70,14449,1393,0:40.136,0
71,14619,1256,0:40.608,2
72,14845,1341,0:41.236,0
73,15036,1342,0:41.767,0
74,15218,1246,0:42.272,2
75,15431,1330,0:42.864,0
76,15628,1298,0:43.411,0
77,15831,1437,0:43.975,3
78,16033,1348,0:44.536,0
79,16241,1357,0:45.114,0
80,16422,1286,0:45.617,2
81,16677,1306,0:46.325,0
82,16899,1326,0:46.942,0
83,17088,1288,0:47.467,2
84,17312,1324,0:48.089,0
85,17515,1287,0:48.653,0
86,17715,1362,0:49.208,3
87,17916,1344,0:49.767,0
88,18110,1339,0:50.306,0
89,18306,1405,0:50.850,0
90,18519,1307,0:51.442,0
91,18727,1326,0:52.019,0
92,18930,1401,0:52.583,0
93,19092,1196,0:53.033,2
94,19333,1255,0:53.703,0
95,19538,1269,0:54.272,0
96,19725,1351,0:54.792,2
97,19919,1359,0:55.331,0
98,20105,1332,0:55.847,0
99,20291,1491,0:56.364,3
100,20453,1351,0:56.814,2
101,20721,1372,0:57.558,0
102,20932,1472,0:58.144,3
103,21104,1372,0:58.622,2
104,21359,1364,0:59.331,0
105,21560,1298,0:59.889,0
106,21728,1255,1:00.356,2
107,21948,1308,1:00.967,0
108,22148,1301,1:01.522,0
109,22339,1398,1:02.053,3
110,22492,1247,1:02.478,2
111,22738,1293,1:03.161,0
112,22944,1292,1:03.733,0
113,23128,1253,1:04.244,2
114,23383,1309,1:04.953,0
115,23590,1291,1:05.528,0
116,23786,1319,1:06.072,2
117,24002,1324,1:06.672,0
118,24205,1311,1:07.236,0
119,24395,1242,1:07.764,2
120,24563,1213,1:08.231,2
121,24855,1304,1:09.042,0
122,25060,1280,1:09.611,3
123,25231,1225,1:10.086,2
124,25513,1303,1:10.869,0
125,25716,1411,1:11.433,3
126,25874,1304,1:11.872,2
127,26121,1316,1:12.558,0
128,26321,1292,1:13.114,0
129,26502,1238,1:13.617,2
130,26723,1304,1:14.231,0
131,26916,1287,1:14.767,0
132,27118,1254,1:15.328,2
133,27397,1308,1:16.103,0
134,27632,1301,1:16.756,0
135,27844,1263,1:17.344,2
136,28013,1275,1:17.814,2
137,28314,1314,1:18.650,0
138,28505,1239,1:19.181,2
139,28670,1210,1:19.639,2
140,28963,1334,1:20.453,0
141,29170,1400,1:21.028,3
142,29344,1253,1:21.511,2
143,29578,1312,1:22.161,0
144,29780,1327,1:22.722,0
145,29984,1309,1:23.289,0
146,30190,1320,1:23.861,0
147,30399,1294,1:24.442,0
148,30598,1242,1:24.994,2
149,30761,1209,1:25.447,2
150,31063,1305,1:26.286,0
151,31248,1316,1:26.800,2
152,31439,1294,1:27.331,2
153,31702,1298,1:28.061,0
154,31913,1373,1:28.647,3
155,32076,1301,1:29.100,2
156,32317,1337,1:29.769,0
157,32516,1322,1:30.322,0
158,32719,1391,1:30.886,3
159,32926,1303,1:31.461,0
160,33130,1300,1:32.028,0
161,33317,1342,1:32.547,0
162,33522,1344,1:33.117,0
163,33737,1308,1:33.714,0
164,33956,1405,1:34.322,3
165,34123,1241,1:34.786,2
166,34405,1307,1:35.569,0
167,34611,1434,1:36.142,3
168,34772,1333,1:36.589,2
169,35021,1296,1:37.281,0
170,35223,1310,1:37.842,0
171,35384,1297,1:38.289,2
172,35632,1323,1:38.978,0
173,35841,1349,1:39.558,0
174,36024,1328,1:40.067,2
175,36247,1324,1:40.686,0
176,36451,1295,1:41.253,0
177,36649,1449,1:41.803,3
178,36815,1317,1:42.264,2
179,37044,1307,1:42.900,0
180,37239,1303,1:43.442,0
181,37430,1333,1:43.972,0
182,37611,1359,1:44.475,0
183,37810,1340,1:45.028,0
184,38036,1295,1:45.656,3
185,38204,1237,1:46.122,2
186,38534,1321,1:47.039,0
187,38720,1237,1:47.556,2
188,38892,1241,1:48.033,2
189,39186,1286,1:48.850,0
190,39381,1414,1:49.392,3
191,39550,1268,1:49.861,2
192,39790,1318,1:50.528,0
193,40007,1373,1:51.131,0
194,40183,1260,1:51.619,2
195,40510,1286,1:52.528,0
196,40719,1263,1:53.108,2
197,40899,1245,1:53.608,2
198,41235,1314,1:54.542,0
199,41416,1247,1:55.044,2
200,41593,1268,1:55.536,2
201,41904,1309,1:56.400,0
202,42090,1249,1:56.917,2
203,42282,1295,1:57.450,2
204,42569,1336,1:58.247,0
205,42781,1344,1:58.836,3
206,42940,1244,1:59.278,2
207,43245,1341,2:00.125,0
208,43441,1258,2:00.669,2
209,43620,1246,2:01.167,2
210,43908,1336,2:01.967,0
211,44094,1330,2:02.483,3
212,44260,1288,2:02.944,2
213,44538,1321,2:03.717,0
214,44751,1287,2:04.308,3
215,44920,1262,2:04.778,2
216,45226,1322,2:05.628,0
217,45428,1341,2:06.189,3
218,45598,1306,2:06.661,2
219,45855,1397,2:07.375,0
220,46061,1330,2:07.947,3
221,46211,1298,2:08.364,2
222,46490,1255,2:09.139,0
223,46698,1174,2:09.717,3
224,46866,1193,2:10.183,2
225,47147,1241,2:10.964,0
226,47346,1245,2:11.517,3
227,47510,1255,2:11.972,2
228,47769,1272,2:12.692,0
229,47971,1311,2:13.253,0
230,48130,1259,2:13.694,2
231,48373,1289,2:14.369,0
232,48577,1322,2:14.936,0
233,48752,1271,2:15.422,2
234,49020,1307,2:16.167,0
235,49239,1305,2:16.775,0
236,49412,1283,2:17.256,2
237,49655,1337,2:17.931,0
238,49864,1332,2:18.511,0
239,50046,1293,2:19.017,2
240,50322,1321,2:19.783,0
241,50517,1246,2:20.325,2
242,50676,1299,2:20.767,2
243,51007,1339,2:21.686,0
244,51204,1280,2:22.233,2
245,51391,1274,2:22.753,2
246,51708,1336,2:23.633,0
247,51902,1274,2:24.172,2
248,52083,1330,2:24.675,2
249,52331,1357,2:25.364,0
250,52541,1467,2:25.947,3
251,52681,1283,2:26.336,2
