,Sample #,MLII,Time,Type
0,68,1046,0:00.189,0
1,369,1080,0:01.025,0
2,674,1073,0:01.872,0
3,980,1059,0:02.722,0
4,1284,1065,0:03.567,0
5,1587,1050,0:04.408,0
6,1879,1060,0:05.219,0
7,2175,1061,0:06.042,0
8,2475,1073,0:06.875,0
9,2766,1043,0:07.683,0
10,3054,1062,0:08.483,0
11,3364,1004,0:09.344,0
12,3674,996,0:10.206,0
13,3978,1011,0:11.050,0
14,4282,1033,0:11.894,0
15,4580,1107,0:12.722,0
16,4883,1086,0:13.564,0
17,5171,1088,0:14.364,0
18,5464,1067,0:15.178,0
19,5762,1018,0:16.006,0
20,6057,1008,0:16.825,0
21,6351,990,0:17.642,0
22,6644,991,0:18.456,0
23,6929,1031,0:19.247,0
24,7215,1071,0:20.042,0
25,7506,1088,0:20.850,0
26,7793,1073,0:21.647,0
27,8082,1095,0:22.450,0
28,8378,1116,0:23.272,0
29,8664,1096,0:24.067,0
30,8966,1093,0:24.906,0
31,9266,1120,0:25.739,0
32,9565,1124,0:26.569,0
33,9875,1099,0:27.431,0
34,10178,1114,0:28.272,0
35,10480,1142,0:29.111,0
36,10789,1125,0:29.969,0
37,11046,707,0:30.683,2
38,11383,1145,0:31.619,0
39,11687,1116,0:32.464,0
40,11991,1114,0:33.308,0
41,12294,1149,0:34.150,0
42,12595,1128,0:34.986,0
43,12898,1106,0:35.828,0
44,13199,1152,0:36.664,0
45,13497,1092,0:37.492,0
46,13790,1101,0:38.306,0
47,14071,1136,0:39.086,0
48,14359,1171,0:39.886,0
49,14638,1062,0:40.661,0
50,14916,1053,0:41.433,0
51,15209,1099,0:42.247,0
52,15497,1129,0:43.047,0
53,15789,1116,0:43.858,0
54,16090,1144,0:44.694,0
55,16393,1120,0:45.536,0
56,16701,1159,0:46.392,0
57,17006,1171,0:47.239,0
58,17313,1123,0:48.092,0
59,17622,1106,0:48.950,0
60,17933,1149,0:49.814,0
61,18243,1174,0:50.675,0
62,18548,1125,0:51.522,0
63,18854,1106,0:52.372,0
64,19157,1146,0:53.214,0
65,19459,1139,0:54.053,0
66,19761,1074,0:54.892,0
67,20055,1056,0:55.708,0
68,20360,1052,0:56.556,0
69,20655,1100,0:57.375,0
70,20957,1117,0:58.214,0
71,21267,1146,0:59.075,0
72,21566,1123,0:59.906,0
73,21868,1116,1:00.744,0
74,22176,1119,1:01.600,0
75,22474,1096,1:02.428,0
76,22777,1122,1:03.269,0
77,23076,1096,1:04.100,0
78,23373,1132,1:04.925,0
79,23667,1107,1:05.742,0
