,Sample #,MLII,Time,Type
0,159,1191,0:00.442,0
1,415,1213,0:01.153,0
2,686,1225,0:01.906,0
3,905,1206,0:02.514,0
4,1189,1226,0:03.303,0
5,1422,1202,0:03.950,0
6,1621,1167,0:04.503,0
7,1965,1188,0:05.458,0
8,2236,1186,0:06.211,0
9,2495,1169,0:06.931,0
10,2721,1176,0:07.558,0
11,2955,1207,0:08.208,0
12,3197,1170,0:08.881,0
13,3470,1173,0:09.639,0
14,3798,1195,0:10.550,0
15,4109,1176,0:11.414,0
16,4353,1183,0:12.092,0
17,4591,1194,0:12.753,0
18,4847,1193,0:13.464,0
19,4989,1188,0:13.858,0
20,5220,1176,0:14.500,0
21,5477,1192,0:15.214,0
22,5688,1193,0:15.800,0
23,5919,1179,0:16.442,0
24,6102,1160,0:16.950,0
25,6391,1212,0:17.753,0
26,6636,1210,0:18.433,0
27,6836,1179,0:18.989,0
28,7069,1178,0:19.636,0
29,7323,1211,0:20.342,0
30,7614,1209,0:21.150,0
31,7819,1165,0:21.719,0
32,8071,1198,0:22.419,0
33,8303,1212,0:23.064,0
34,8514,1186,0:23.650,0
35,8667,1201,0:24.075,0
36,8922,1195,0:24.783,0
37,9116,1181,0:25.322,0
38,9349,1175,0:25.969,0
39,9642,1171,0:26.783,0
40,10008,1216,0:27.800,0
41,10267,1185,0:28.519,0
42,10521,1185,0:29.225,0
43,10771,1209,0:29.919,0
44,11043,1192,0:30.675,0
45,11300,1186,0:31.389,0
46,11474,1189,0:31.872,0
47,11800,1201,0:32.778,0
48,12007,1168,0:33.353,0
49,12252,1186,0:34.033,0
50,12454,1191,0:34.594,0
51,12690,1199,0:35.250,0
52,12928,1178,0:35.911,0
53,13222,1206,0:36.728,0
54,13550,1201,0:37.639,0
55,13800,1190,0:38.333,0
56,14021,1181,0:38.947,0
57,14349,1222,0:39.858,0
58,14615,1191,0:40.597,0
59,14866,1214,0:41.294,0
60,15014,1212,0:41.706,0
61,15241,1205,0:42.336,0
62,15470,1200,0:42.972,0
63,15692,1213,0:43.589,0
64,15895,1211,0:44.153,0
65,16151,1193,0:44.864,0
66,16407,1183,0:45.575,0
67,16569,1214,0:46.025,0
68,16813,1210,0:46.703,0
69,17042,1198,0:47.339,0
70,17271,1183,0:47.975,0
71,17425,1206,0:48.403,0
72,17553,1096,0:48.758,1
73,17775,1182,0:49.375,0
74,17958,1164,0:49.883,0
75,18261,1209,0:50.725,0
76,18428,1204,0:51.189,0
77,18681,1167,0:51.892,0
78,18924,1177,0:52.567,0
79,19075,1211,0:52.986,0
80,19300,1171,0:53.611,0
81,19591,1155,0:54.419,0
82,19825,1193,0:55.069,0
83,20050,1180,0:55.694,0
84,20271,1176,0:56.308,0
85,20584,1177,0:57.178,0
86,20907,1196,0:58.075,0
87,21167,1187,0:58.797,0
88,21406,1169,0:59.461,0
89,21561,1208,0:59.892,0
90,21744,1176,1:00.400,0
91,21963,1171,1:01.008,0
92,22296,1215,1:01.933,0
93,22597,1203,1:02.769,0
94,22754,1199,1:03.206,0
95,22914,1192,1:03.650,0
96,23153,1207,1:04.314,0
97,23502,1176,1:05.283,0
98,23658,1211,1:05.717,0
99,23872,1178,1:06.311,0
100,24191,1200,1:07.197,0
101,24396,1171,1:07.767,0
102,24641,1163,1:08.447,0
103,24871,1189,1:09.086,0
104,25118,1186,1:09.772,0
105,25360,1196,1:10.444,0
106,25623,1183,1:11.175,0
107,25857,1200,1:11.825,0
108,26138,1184,1:12.606,0
109,26362,1169,1:13.228,0
110,26610,1184,1:13.917,0
111,26803,1154,1:14.453,0
112,27042,1176,1:15.117,0
113,27257,1162,1:15.714,0
114,27443,1167,1:16.231,0
115,27598,1200,1:16.661,0
116,27878,1154,1:17.439,0
117,28128,1176,1:18.133,0
118,28377,1183,1:18.825,0
119,28617,1155,1:19.492,0
120,28915,1176,1:20.319,0
121,29153,1201,1:20.981,0
122,29443,1183,1:21.786,0
123,29712,1178,1:22.533,0
124,29939,1197,1:23.164,0
125,30171,1206,1:23.808,0
126,30314,1193,1:24.206,0
127,30577,1174,1:24.936,0
128,30780,1189,1:25.500,0
129,31022,1175,1:26.172,0
130,31305,1170,1:26.958,0
131,31720,1210,1:28.111,0
132,32030,1180,1:28.972,0
133,32257,1163,1:29.603,0
134,32429,1196,1:30.081,0
135,32628,1183,1:30.633,0
136,32861,1173,1:31.281,0
137,33177,1202,1:32.158,0
138,33362,1190,1:32.672,0
139,33648,1174,1:33.467,0
140,33894,1176,1:34.150,0
141,34202,1205,1:35.006,0
142,34351,1200,1:35.419,0
143,34624,1177,1:36.178,0
144,34871,1189,1:36.864,0
145,35019,1215,1:37.275,0
146,35221,1182,1:37.836,0
147,35375,1193,1:38.264,0
148,35622,1173,1:38.950,0
149,35921,1193,1:39.781,0
150,36255,1174,1:40.708,0
151,36489,1193,1:41.358,0
152,36684,1182,1:41.900,0
153,37033,1180,1:42.869,0
154,37199,1199,1:43.331,0
155,37340,1182,1:43.722,0
156,37584,1205,1:44.400,0
157,37824,1184,1:45.067,0
158,38074,1199,1:45.761,0
159,38318,1217,1:46.439,0
160,38583,1185,1:47.175,0
161,38865,1189,1:47.958,0
162,39162,1215,1:48.783,0
163,39450,1186,1:49.583,0
164,39783,1209,1:50.508,0
165,40080,1202,1:51.333,0
166,40305,1175,1:51.958,0
167,40607,1205,1:52.797,0
168,40811,1192,1:53.364,0
169,41040,1191,1:54.000,0
170,41260,1195,1:54.611,0
171,41522,1223,1:55.339,0
172,41695,1196,1:55.819,0
173,41925,1189,1:56.458,0
174,42168,1175,1:57.133,0
175,42415,1193,1:57.819,0
176,42564,1184,1:58.233,0
177,42700,1192,1:58.611,0
178,43022,1163,1:59.506,0
179,43242,1193,2:00.117,0
180,43473,1180,2:00.758,0
181,43616,1187,2:01.156,0
182,43934,1199,2:02.039,0
183,44333,1189,2:03.147,0
184,44649,1170,2:04.025,0
185,44920,1198,2:04.778,0
186,45201,1171,2:05.558,0
187,45408,1148,2:06.133,0
188,45594,1160,2:06.650,0
189,45770,1183,2:07.139,0
190,45986,1170,2:07.739,0
191,46198,1155,2:08.328,0
192,46460,1177,2:09.056,0
193,46752,1188,2:09.867,0
194,47002,1159,2:10.561,0
195,47284,1169,2:11.344,0
196,47500,1170,2:11.944,0
197,47749,1167,2:12.636,0
198,47953,1166,2:13.203,0
199,48197,1177,2:13.881,0
200,48416,1173,2:14.489,0
201,48665,1170,2:15.181,0
202,48918,1173,2:15.883,0
203,49137,1172,2:16.492,0
204,49376,1185,2:17.156,0
205,49559,1145,2:17.664,0
