,Sample #,MLII,Time,Type
0,310,915,0:00.861,0
1,726,932,0:02.017,0
2,1143,915,0:03.175,0
3,1553,939,0:04.314,0
4,1965,947,0:05.458,0
5,2358,933,0:06.550,0
6,2742,910,0:07.617,0
7,3166,941,0:08.794,0
8,3568,933,0:09.911,0
9,3961,913,0:11.003,0
10,4352,910,0:12.089,0
11,4728,940,0:13.133,0
12,5140,938,0:14.278,0
13,5547,892,0:15.408,0
14,5938,935,0:16.494,0
15,6327,905,0:17.575,0
16,6710,901,0:18.639,0
17,7091,906,0:19.697,0
18,7506,897,0:20.850,0
19,7905,902,0:21.958,0
20,8296,893,0:23.044,0
21,8677,888,0:24.103,0
22,9061,915,0:25.169,0
23,9474,907,0:26.317,0
24,9897,923,0:27.492,0
25,10296,937,0:28.600,0
26,10697,917,0:29.714,0
27,11109,918,0:30.858,0
28,11515,902,0:31.986,0
29,11946,926,0:33.183,0
30,12362,919,0:34.339,0
31,12755,918,0:35.431,0
32,13156,927,0:36.544,0
33,13549,916,0:37.636,0
34,13956,907,0:38.767,0
35,14378,920,0:39.939,0
36,14767,906,0:41.019,0
37,15156,895,0:42.100,0
38,15539,926,0:43.164,0
39,15957,905,0:44.325,0
40,16362,901,0:45.450,0
41,16767,934,0:46.575,0
42,17150,904,0:47.639,0
43,17532,904,0:48.700,0
44,17929,914,0:49.803,0
45,18324,915,0:50.900,0
46,18724,921,0:52.011,0
47,19115,926,0:53.097,0
48,19478,910,0:54.106,0
49,19843,906,0:55.119,0
50,20244,922,0:56.233,0
51,20632,924,0:57.311,0
52,21024,914,0:58.400,0
53,21399,912,0:59.442,0
54,21770,913,1:00.472,0
55,22140,919,1:01.500,0
56,22545,905,1:02.625,0
57,22937,900,1:03.714,0
58,23331,925,1:04.808,0
59,23704,919,1:05.844,0
60,24076,912,1:06.878,0
61,24470,942,1:07.972,0
62,24870,915,1:09.083,0
63,25257,925,1:10.158,0
64,25647,919,1:11.242,0
65,26019,921,1:12.275,0
66,26377,932,1:13.269,0
67,26781,923,1:14.392,0
68,27169,925,1:15.469,0
69,27550,938,1:16.528,0
70,27933,931,1:17.592,0
71,28296,906,1:18.600,0
72,28666,920,1:19.628,0
73,29065,914,1:20.736,0
74,29455,911,1:21.819,0
75,29835,930,1:22.875,0
76,30211,930,1:23.919,0
77,30569,936,1:24.914,0
78,30765,803,1:25.458,2
79,31349,992,1:27.081,0
80,31731,967,1:28.142,0
81,32123,955,1:29.231,0
82,32494,923,1:30.261,0
83,32854,959,1:31.261,0
84,33248,950,1:32.356,0
85,33649,927,1:33.469,0
86,34021,920,1:34.503,0
87,34404,895,1:35.567,0
88,34782,928,1:36.617,0
89,35148,909,1:37.633,0
90,35551,893,1:38.753,0
91,35951,909,1:39.864,0
92,36334,898,1:40.928,0
93,36721,897,1:42.003,0
94,37090,911,1:43.028,0
95,37490,895,1:44.139,0
96,37893,895,1:45.258,0
97,38287,921,1:46.353,0
98,38676,890,1:47.433,0
99,39066,904,1:48.517,0
100,39443,912,1:49.564,0
101,39851,922,1:50.697,0
102,40254,889,1:51.817,0
103,40649,918,1:52.914,0
104,41027,905,1:53.964,0
105,41414,903,1:55.039,0
106,41823,928,1:56.175,0
107,42228,920,1:57.300,0
108,42629,903,1:58.414,0
109,43019,889,1:59.497,0
110,43414,909,2:00.594,0
111,43813,883,2:01.703,0
112,44221,893,2:02.836,0
113,44630,891,2:03.972,0
114,45030,890,2:05.083,0
115,45411,896,2:06.142,0
116,45606,813,2:06.683,2
117,46201,952,2:08.336,0
118,46615,908,2:09.486,0
119,47010,921,2:10.583,0
120,47404,917,2:11.678,0
121,47786,913,2:12.739,0
122,48188,932,2:13.856,0
123,48589,896,2:14.969,0
124,48985,901,2:16.069,0
125,49379,912,2:17.164,0
126,49760,886,2:18.222,0
127,50133,901,2:19.258,0
128,50544,898,2:20.400,0
129,50939,909,2:21.497,0
130,51327,902,2:22.575,0
131,51723,899,2:23.675,0
132,52097,903,2:24.714,0
133,52497,915,2:25.825,0
134,52900,892,2:26.944,0
135,53305,906,2:28.069,0
136,53697,902,2:29.158,0
137,54088,886,2:30.244,0
138,54459,900,2:31.275,0
139,54872,887,2:32.422,0
140,55278,914,2:33.550,0
141,55661,895,2:34.614,0
142,56055,895,2:35.708,0
143,56433,951,2:36.758,0
144,56811,904,2:37.808,0
145,57223,905,2:38.953,0
146,57611,891,2:40.031,0
147,57990,860,2:41.083,0
148,58377,875,2:42.158,0
149,58736,871,2:43.156,0
150,59143,880,2:44.286,0
151,59545,897,2:45.403,0
152,59927,893,2:46.464,0
153,60311,884,2:47.531,0
154,60695,896,2:48.597,0
155,61077,895,2:49.658,0
156,61488,870,2:50.800,0
157,61889,879,2:51.914,0
158,62277,840,2:52.992,0
159,62667,855,2:54.075,0
160,63046,872,2:55.128,0
161,63450,853,2:56.250,0
162,63865,876,2:57.403,0
163,64257,861,2:58.492,0
164,64642,869,2:59.561,0
165,65043,877,3:00.675,0
166,65428,870,3:01.744,0
167,65843,878,3:02.897,0
168,66252,867,3:04.033,0
169,66633,854,3:05.092,0
170,67027,864,3:06.186,0
171,67402,862,3:07.228,0
172,67809,884,3:08.358,0
173,68223,892,3:09.508,0
174,68607,884,3:10.575,0
175,68994,908,3:11.650,0
176,69378,897,3:12.717,0
177,69598,854,3:13.328,2
178,70156,936,3:14.878,0
179,70555,893,3:15.986,0
180,70935,903,3:17.042,0
181,71311,891,3:18.086,0
182,71666,885,3:19.072,0
183,72072,914,3:20.200,0
184,72457,891,3:21.269,0
185,72853,897,3:22.369,0
186,73229,906,3:23.414,0
187,73609,897,3:24.469,0
188,73986,918,3:25.517,0
189,74395,897,3:26.653,0
190,74795,879,3:27.764,0
191,75199,900,3:28.886,0
192,75589,885,3:29.969,0
193,75963,888,3:31.008,0
194,76389,910,3:32.192,0
195,76795,900,3:33.319,0
196,77197,894,3:34.436,0
197,77597,897,3:35.547,0
198,77977,881,3:36.603,0
199,78367,892,3:37.686,0
200,78779,866,3:38.831,0
201,79176,860,3:39.933,0
202,79576,867,3:41.044,0
203,79950,871,3:42.083,0
204,80322,877,3:43.117,0
205,80510,795,3:43.639,2
206,81113,903,3:45.314,0
207,81494,870,3:46.372,0
208,81878,894,3:47.439,0
209,82243,899,3:48.453,0
210,82608,901,3:49.467,0
211,83001,888,3:50.558,0
212,83389,880,3:51.636,0
213,83756,855,3:52.656,0
214,84131,863,3:53.697,0
215,84494,835,3:54.706,0
216,84866,852,3:55.739,0
217,85266,869,3:56.850,0
218,85654,862,3:57.928,0
219,86032,876,3:58.978,0
220,86416,875,4:00.044,0
221,86782,875,4:01.061,0
222,87131,871,4:02.031,2
223,87598,897,4:03.328,0
224,87990,876,4:04.417,0
225,88388,873,4:05.522,0
226,88768,855,4:06.578,0
227,88951,826,4:07.086,2
228,89347,872,4:08.186,1
229,89909,903,4:09.747,0
230,90299,894,4:10.831,0
231,90698,876,4:11.939,0
232,90920,853,4:12.556,2
233,91464,877,4:14.067,0
234,91875,882,4:15.208,0
235,92272,891,4:16.311,0
236,92660,881,4:17.389,0
237,92961,856,4:18.225,2
238,93430,884,4:19.528,0
239,93842,894,4:20.672,0
240,94260,894,4:21.833,0
241,94648,888,4:22.911,0
242,94869,864,4:23.525,2
243,95418,899,4:25.050,0
244,95825,906,4:26.181,0
245,96235,908,4:27.319,0
246,96629,883,4:28.414,0
247,97013,884,4:29.481,0
248,97406,896,4:30.572,0
249,97780,874,4:31.611,0
250,98190,905,4:32.750,0
251,98591,884,4:33.864,0
252,98983,904,4:34.953,0
253,99363,888,4:36.008,0
254,99739,900,4:37.053,0
255,100144,901,4:38.178,0
256,100525,870,4:39.236,2
257,100946,914,4:40.406,0
258,101335,911,4:41.486,0
259,101721,924,4:42.558,0
260,102111,909,4:43.642,0
261,102522,923,4:44.783,0
262,102926,900,4:45.906,0
263,103328,888,4:47.022,0
264,103668,890,4:47.967,2
265,104061,890,4:49.058,0
266,104522,897,4:50.339,0
267,104925,873,4:51.458,0
268,105321,860,4:52.558,0
269,105514,861,4:53.094,2
270,106075,919,4:54.653,0
271,106483,929,4:55.786,0
272,106893,918,4:56.925,0
273,107283,901,4:58.008,0
274,107503,833,4:58.619,2
275,108047,938,5:00.131,0
276,108417,917,5:01.158,0
277,108831,898,5:02.308,0
278,109220,888,5:03.389,0
279,109405,786,5:03.903,2
280,109957,937,5:05.436,0
281,110334,915,5:06.483,0
282,110691,928,5:07.475,0
283,111089,908,5:08.581,0
284,111470,902,5:09.639,0
285,111837,937,5:10.658,0
286,112204,863,5:11.678,0
287,112562,830,5:12.672,0
288,112919,860,5:13.664,0
289,113312,868,5:14.756,0
290,113684,841,5:15.789,0
291,114059,871,5:16.831,0
292,114434,896,5:17.872,0
293,114800,894,5:18.889,0
294,115180,886,5:19.944,0
295,115584,878,5:21.067,0
296,115955,878,5:22.097,0
297,116335,872,5:23.153,0
298,116704,859,5:24.178,0
299,117067,879,5:25.186,0
300,117456,864,5:26.267,0
301,117854,880,5:27.372,0
302,118234,886,5:28.428,0
303,118613,877,5:29.481,0
304,119001,870,5:30.558,0
305,119374,878,5:31.594,0
306,119786,909,5:32.739,0
307,120191,911,5:33.864,0
308,120569,895,5:34.914,0
309,120949,901,5:35.969,0
310,121319,915,5:36.997,0
311,121706,893,5:38.072,0
312,122093,848,5:39.147,2
313,122248,581,5:39.578,2
314,122818,905,5:41.161,0
315,123190,901,5:42.194,0
316,123540,886,5:43.167,0
317,123919,894,5:44.219,0
318,124309,883,5:45.303,0
319,124668,866,5:46.300,0
320,125035,896,5:47.319,0
321,125395,881,5:48.319,0
322,125756,890,5:49.322,0
323,126138,893,5:50.383,0
324,126529,895,5:51.469,0
325,126903,901,5:52.508,0
326,127269,901,5:53.525,0
327,127640,894,5:54.556,0
328,128017,899,5:55.603,0
329,128402,882,5:56.672,0
330,128796,899,5:57.767,0
331,129172,896,5:58.811,0
332,129531,874,5:59.808,0
333,129903,888,6:00.842,0
334,130288,864,6:01.911,0
335,130682,883,6:03.006,0
336,131012,812,6:03.922,2
337,131454,887,6:05.150,0
338,131827,878,6:06.186,0
339,132186,873,6:07.183,0
340,132586,893,6:08.294,0
341,132960,886,6:09.333,3
342,133355,880,6:10.431,0
343,133730,885,6:11.472,0
344,133961,803,6:12.114,2
345,134476,927,6:13.544,0
346,134880,890,6:14.667,0
347,135264,872,6:15.733,0
348,135649,900,6:16.803,0
349,136026,897,6:17.850,0
350,136380,886,6:18.833,0
351,136774,901,6:19.928,0
352,137175,889,6:21.042,0
353,137552,872,6:22.089,0
354,137951,893,6:23.197,0
355,138326,875,6:24.239,0
356,138701,904,6:25.281,0
357,139105,902,6:26.403,0
358,139509,894,6:27.525,0
359,139892,891,6:28.589,0
360,140282,870,6:29.672,0
361,140604,843,6:30.567,2
362,141046,888,6:31.794,0
363,141456,917,6:32.933,0
364,141848,894,6:34.022,0
365,142229,892,6:35.081,0
366,142611,895,6:36.142,0
367,142976,902,6:37.156,0
368,143376,928,6:38.267,0
369,143784,909,6:39.400,0
370,144168,908,6:40.467,0
371,144556,885,6:41.544,0
372,144946,912,6:42.628,0
373,145324,874,6:43.678,0
374,145555,825,6:44.319,2
375,146136,918,6:45.933,0
376,146528,878,6:47.022,0
377,146925,883,6:48.125,0
378,147292,878,6:49.144,0
379,147519,840,6:49.775,2
380,148102,923,6:51.394,0
381,148496,886,6:52.489,0
382,148878,885,6:53.550,0
383,149259,875,6:54.608,0
384,149533,830,6:55.369,2
385,150041,897,6:56.781,0
386,150454,885,6:57.928,0
387,150830,908,6:58.972,0
388,151208,970,7:00.022,0
389,151577,1080,7:01.047,0
390,151964,1075,7:02.122,0
391,152357,971,7:03.214,0
392,152743,868,7:04.286,0
393,153113,875,7:05.314,0
394,153494,947,7:06.372,0
395,153866,907,7:07.406,0
396,154258,908,7:08.494,0
397,154658,918,7:09.606,0
398,154996,766,7:10.544,2
399,155412,908,7:11.700,0
400,155789,854,7:12.747,0
401,156160,891,7:13.778,0
402,156558,898,7:14.883,0
