,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
0,-2.0,5.0,0.0,1.0,0.0,3.0,6.0,9.0,7.0,5.0,6.0,9.0,15.0,15.0,15.0,13.0,13.0,14.0,18.0,14.0,10.0,8.0,8.0,8.0,7.0,6.0,5.0,3.0,2.0,5.0,8.0,6.0,5.0,1.0,6.0,9.0,9.0,10.0,9.0,1.0,0.0,-3.0,-2.0,-4.0,-7.0,-5.0,-5.0,-3.0,1.0,1.0,-7.0,-6.0,-8.0,-7.0,-5.0,-3.0,-7.0,-10.0,-9.0,-5.0,-3.0,-5.0,-6.0,-6.0,-11.0,-6.0,-4.0,-2.0,-6.0,-7.0,-8.0,-7.0,-4.0,-4.0,-3.0,-7.0,-6.0,1.0,4.0,9.0,13.0,17.0,19.0,17.0,5.0,-9.0,-18.0,-29.0,-45.0,-56.0,-57.0,-42.0,-16.0,16.0,40.0,43.0,8.0,-53.0,-95.0,-105.0,-89.0,-58.0,-30.0,-14.0,-13.0,-13.0,-12.0,-11.0,-6.0,-8.0,-8.0,-7.0,-5.0,-3.0,2.0,0.0,2.0,-2.0,-1.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,7.0,7.0,5.0,1.0,2.0,4.0,9.0,8.0,6.0,3.0,3.0,6.0,6.0,8.0,7.0,5.0,6.0,8.0,10.0,10.0,5.0,8.0,6.0,9.0,14.0,16.0,17.0,14.0,13.0,15.0,16.0,19.0,17.0,18.0,18.0,18.0,20.0,23.0,22.0,21.0,20.0,22.0,27.0,27.0,25.0,28.0,26.0,30.0,34.0,36.0,35.0,34.0,36.0,40.0,41.0,0.0
1,3.0,3.0,4.0,9.0,13.0,12.0,10.0,10.0,11.0,13.0,15.0,16.0,16.0,13.0,11.0,12.0,14.0,14.0,8.0,7.0,4.0,5.0,7.0,6.0,3.0,2.0,4.0,2.0,8.0,6.0,4.0,2.0,3.0,5.0,8.0,8.0,5.0,1.0,-6.0,-5.0,-3.0,-6.0,-7.0,-8.0,-7.0,-4.0,-3.0,-2.0,-7.0,-6.0,-7.0,-4.0,-2.0,-3.0,-6.0,-7.0,-7.0,-5.0,-1.0,-2.0,-5.0,-8.0,-8.0,-5.0,-1.0,-1.0,-4.0,-5.0,-6.0,-3.0,-2.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,19.0,21.0,16.0,6.0,-1.0,-12.0,-22.0,-32.0,-43.0,-52.0,-52.0,-43.0,-32.0,-10.0,19.0,44.0,54.0,41.0,7.0,-40.0,-74.0,-89.0,-92.0,-83.0,-75.0,-58.0,-32.0,-14.0,-12.0,-11.0,-13.0,-11.0,-10.0,-5.0,-6.0,-7.0,-11.0,-8.0,-4.0,-1.0,-2.0,-1.0,-3.0,-4.0,0.0,2.0,2.0,0.0,-3.0,-3.0,0.0,0.0,5.0,0.0,-2.0,-3.0,1.0,5.0,3.0,1.0,-2.0,-2.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,7.0,5.0,4.0,4.0,0.0,3.0,9.0,5.0,4.0,6.0,6.0,8.0,11.0,10.0,10.0,7.0,8.0,8.0,12.0,15.0,9.0,10.0,9.0,13.0,17.0,18.0,16.0,15.0,14.0,20.0,22.0,23.0,23.0,0.0
2,5.0,2.0,1.0,2.0,4.0,8.0,12.0,5.0,7.0,3.0,5.0,9.0,13.0,14.0,12.0,7.0,7.0,6.0,9.0,5.0,4.0,1.0,-1.0,2.0,3.0,6.0,4.0,1.0,4.0,3.0,8.0,7.0,7.0,6.0,5.0,5.0,3.0,-2.0,-5.0,-9.0,-9.0,-4.0,-2.0,-4.0,-4.0,-7.0,-6.0,-4.0,-3.0,-6.0,-7.0,-7.0,-6.0,-6.0,-3.0,-1.0,-3.0,-7.0,-7.0,-5.0,-1.0,-3.0,-5.0,-8.0,-6.0,-5.0,-1.0,-6.0,-5.0,-5.0,-4.0,-1.0,2.0,1.0,0.0,2.0,5.0,11.0,17.0,23.0,21.0,18.0,4.0,-7.0,-11.0,-22.0,-34.0,-54.0,-67.0,-68.0,-58.0,-38.0,-16.0,8.0,32.0,46.0,44.0,17.0,-25.0,-68.0,-87.0,-88.0,-80.0,-71.0,-59.0,-42.0,-25.0,-13.0,-8.0,-8.0,-8.0,-10.0,-9.0,-6.0,-4.0,-4.0,-7.0,-6.0,-3.0,-5.0,1.0,0.0,-3.0,-3.0,-7.0,0.0,1.0,3.0,-2.0,-5.0,-1.0,1.0,3.0,5.0,1.0,-3.0,1.0,2.0,4.0,5.0,2.0,-1.0,-1.0,3.0,6.0,4.0,5.0,0.0,2.0,4.0,5.0,9.0,4.0,1.0,3.0,4.0,8.0,8.0,6.0,4.0,6.0,7.0,12.0,11.0,8.0,9.0,8.0,12.0,13.0,14.0,13.0,12.0,12.0,13.0,18.0,18.0,16.0,14.0,16.0,19.0,21.0,0.0
3,-2.0,-5.0,-5.0,-1.0,2.0,0.0,0.0,-2.0,-4.0,2.0,7.0,8.0,7.0,7.0,6.0,10.0,13.0,13.0,11.0,12.0,11.0,15.0,15.0,14.0,10.0,9.0,7.0,5.0,7.0,3.0,3.0,2.0,1.0,5.0,5.0,7.0,9.0,7.0,8.0,8.0,5.0,1.0,-4.0,-8.0,-5.0,-4.0,1.0,-1.0,-3.0,-7.0,-7.0,-5.0,-2.0,-2.0,-6.0,-7.0,-7.0,-6.0,-3.0,-4.0,-6.0,-7.0,-7.0,-3.0,-1.0,-1.0,-6.0,-6.0,-6.0,-3.0,0.0,-2.0,-2.0,-6.0,-3.0,2.0,7.0,10.0,10.0,12.0,20.0,18.0,11.0,-3.0,-14.0,-22.0,-34.0,-44.0,-51.0,-49.0,-36.0,-18.0,11.0,36.0,52.0,46.0,17.0,-27.0,-68.0,-86.0,-84.0,-79.0,-69.0,-57.0,-31.0,-17.0,-12.0,-10.0,-11.0,-14.0,-14.0,-10.0,-6.0,-5.0,-6.0,-8.0,-8.0,-2.0,0.0,0.0,-1.0,-2.0,-2.0,1.0,3.0,2.0,0.0,-3.0,-3.0,-2.0,2.0,0.0,-4.0,-4.0,-1.0,-1.0,3.0,2.0,-1.0,-2.0,1.0,3.0,5.0,5.0,3.0,2.0,1.0,4.0,8.0,6.0,4.0,3.0,5.0,6.0,8.0,8.0,4.0,7.0,7.0,9.0,11.0,10.0,9.0,7.0,8.0,14.0,19.0,18.0,14.0,14.0,15.0,15.0,22.0,23.0,20.0,19.0,21.0,23.0,28.0,27.0,26.0,0.0
4,8.0,8.0,7.0,7.0,8.0,12.0,16.0,13.0,10.0,10.0,11.0,13.0,16.0,15.0,12.0,10.0,9.0,12.0,12.0,8.0,5.0,0.0,1.0,4.0,7.0,6.0,1.0,0.0,0.0,4.0,8.0,9.0,6.0,5.0,6.0,9.0,7.0,1.0,-5.0,-6.0,-5.0,-2.0,0.0,-2.0,-5.0,-10.0,-10.0,-8.0,-1.0,-1.0,-6.0,-8.0,-7.0,-7.0,-1.0,-3.0,-7.0,-6.0,-6.0,-1.0,-1.0,-2.0,-5.0,-6.0,-7.0,-4.0,-2.0,-3.0,-3.0,-5.0,-5.0,0.0,1.0,1.0,1.0,0.0,3.0,11.0,19.0,24.0,22.0,14.0,3.0,-5.0,-7.0,-15.0,-28.0,-43.0,-51.0,-50.0,-37.0,-19.0,4.0,23.0,44.0,54.0,41.0,0.0,-47.0,-82.0,-92.0,-86.0,-76.0,-64.0,-51.0,-32.0,-15.0,-9.0,-7.0,-6.0,-8.0,-11.0,-11.0,-7.0,-8.0,-3.0,-7.0,-6.0,-5.0,-1.0,3.0,1.0,-1.0,-5.0,-3.0,-1.0,2.0,4.0,2.0,-1.0,0.0,4.0,6.0,5.0,1.0,1.0,0.0,5.0,6.0,5.0,5.0,1.0,5.0,5.0,9.0,7.0,2.0,1.0,6.0,8.0,6.0,7.0,4.0,5.0,6.0,10.0,10.0,11.0,6.0,6.0,10.0,12.0,14.0,13.0,9.0,6.0,10.0,15.0,17.0,19.0,18.0,13.0,16.0,16.0,20.0,23.0,21.0,19.0,21.0,24.0,30.0,0.0
5,-7.0,-1.0,0.0,5.0,6.0,5.0,4.0,5.0,8.0,13.0,11.0,8.0,7.0,9.0,16.0,17.0,17.0,13.0,12.0,11.0,12.0,12.0,11.0,6.0,2.0,1.0,2.0,5.0,3.0,0.0,-2.0,1.0,3.0,9.0,10.0,6.0,6.0,4.0,9.0,9.0,3.0,-3.0,-4.0,-5.0,-2.0,1.0,-1.0,-1.0,-5.0,-7.0,-3.0,-2.0,-5.0,-10.0,-10.0,-8.0,-3.0,-2.0,-4.0,-7.0,-9.0,-7.0,-4.0,-2.0,-3.0,-8.0,-8.0,-9.0,-4.0,-2.0,-3.0,-8.0,-7.0,-4.0,-2.0,2.0,2.0,1.0,5.0,16.0,25.0,25.0,12.0,-3.0,-16.0,-24.0,-29.0,-43.0,-56.0,-60.0,-51.0,-31.0,-1.0,27.0,43.0,40.0,12.0,-34.0,-75.0,-91.0,-89.0,-83.0,-71.0,-49.0,-27.0,-12.0,-10.0,-11.0,-12.0,-11.0,-8.0,-8.0,-3.0,-6.0,-7.0,-4.0,-2.0,1.0,1.0,2.0,-1.0,3.0,6.0,8.0,6.0,4.0,3.0,6.0,9.0,10.0,6.0,5.0,6.0,6.0,10.0,11.0,9.0,8.0,3.0,8.0,11.0,11.0,12.0,10.0,9.0,11.0,11.0,15.0,14.0,12.0,10.0,12.0,13.0,17.0,18.0,12.0,11.0,16.0,20.0,22.0,21.0,18.0,19.0,20.0,26.0,27.0,25.0,22.0,20.0,25.0,27.0,28.0,28.0,27.0,27.0,29.0,33.0,38.0,38.0,34.0,35.0,0.0
6,5.0,6.0,9.0,11.0,10.0,8.0,9.0,12.0,14.0,14.0,14.0,12.0,10.0,11.0,13.0,14.0,8.0,3.0,-1.0,1.0,3.0,6.0,6.0,1.0,0.0,2.0,5.0,9.0,6.0,6.0,6.0,6.0,7.0,5.0,3.0,-5.0,-9.0,-6.0,-2.0,-2.0,-2.0,-5.0,-6.0,-4.0,-2.0,0.0,-3.0,-6.0,-9.0,-7.0,-4.0,-4.0,-4.0,-7.0,-11.0,-8.0,-6.0,-3.0,-6.0,-10.0,-8.0,-6.0,-4.0,-2.0,-3.0,-5.0,-5.0,-5.0,-4.0,1.0,-2.0,-3.0,-4.0,-1.0,7.0,9.0,16.0,18.0,18.0,19.0,14.0,2.0,-10.0,-19.0,-30.0,-40.0,-56.0,-70.0,-76.0,-74.0,-62.0,-44.0,-17.0,10.0,33.0,38.0,29.0,-2.0,-41.0,-70.0,-80.0,-80.0,-75.0,-56.0,-36.0,-22.0,-13.0,-11.0,-12.0,-12.0,-9.0,-6.0,-9.0,-10.0,-9.0,-8.0,-4.0,-1.0,1.0,-6.0,-6.0,-2.0,0.0,1.0,3.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,5.0,3.0,2.0,-4.0,-2.0,2.0,4.0,2.0,0.0,1.0,-2.0,3.0,6.0,2.0,1.0,1.0,-2.0,4.0,6.0,3.0,4.0,2.0,5.0,7.0,9.0,7.0,7.0,6.0,9.0,10.0,11.0,6.0,7.0,5.0,7.0,12.0,12.0,13.0,11.0,12.0,13.0,13.0,18.0,17.0,15.0,14.0,0.0
7,7.0,9.0,8.0,4.0,11.0,13.0,13.0,12.0,15.0,15.0,15.0,15.0,13.0,11.0,6.0,7.0,7.0,5.0,4.0,1.0,0.0,1.0,5.0,6.0,2.0,1.0,2.0,4.0,9.0,10.0,9.0,8.0,4.0,5.0,6.0,0.0,-2.0,-3.0,-7.0,-3.0,-3.0,-1.0,-1.0,-4.0,-4.0,-6.0,1.0,0.0,-1.0,-6.0,-7.0,-4.0,-2.0,-1.0,-2.0,-5.0,-7.0,-6.0,-2.0,-5.0,-6.0,-8.0,-12.0,-6.0,-2.0,-1.0,-2.0,-6.0,-5.0,-5.0,1.0,3.0,1.0,-1.0,2.0,6.0,12.0,15.0,21.0,16.0,5.0,-9.0,-18.0,-27.0,-33.0,-49.0,-63.0,-72.0,-70.0,-60.0,-45.0,-24.0,-2.0,23.0,39.0,44.0,29.0,-4.0,-41.0,-69.0,-79.0,-80.0,-79.0,-72.0,-54.0,-33.0,-16.0,-12.0,-11.0,-11.0,-10.0,-10.0,-5.0,-3.0,-4.0,-4.0,-5.0,-4.0,0.0,-1.0,0.0,-3.0,-5.0,-3.0,2.0,4.0,0.0,0.0,-2.0,-2.0,1.0,3.0,-1.0,-1.0,-2.0,-2.0,-2.0,2.0,1.0,-1.0,-1.0,4.0,4.0,7.0,6.0,1.0,-1.0,5.0,7.0,9.0,5.0,4.0,4.0,5.0,8.0,11.0,8.0,6.0,5.0,6.0,11.0,10.0,10.0,10.0,10.0,12.0,17.0,18.0,19.0,15.0,12.0,16.0,21.0,23.0,23.0,21.0,21.0,25.0,28.0,30.0,29.0,0.0
8,3.0,-1.0,1.0,6.0,8.0,9.0,10.0,10.0,8.0,11.0,15.0,16.0,17.0,14.0,14.0,15.0,18.0,16.0,13.0,10.0,7.0,7.0,8.0,6.0,1.0,-1.0,-3.0,-2.0,5.0,8.0,2.0,3.0,4.0,4.0,7.0,12.0,10.0,7.0,4.0,3.0,3.0,0.0,-3.0,-6.0,-8.0,-5.0,-5.0,-3.0,-4.0,-8.0,-6.0,-5.0,-4.0,-2.0,-2.0,-5.0,-7.0,-5.0,-1.0,-3.0,-3.0,-7.0,-7.0,-7.0,-4.0,-5.0,-7.0,-7.0,-8.0,-8.0,-2.0,1.0,-3.0,-5.0,-7.0,-5.0,3.0,3.0,10.0,11.0,16.0,20.0,13.0,-1.0,-14.0,-26.0,-34.0,-49.0,-61.0,-66.0,-62.0,-47.0,-22.0,5.0,33.0,50.0,39.0,2.0,-48.0,-81.0,-91.0,-87.0,-76.0,-61.0,-45.0,-20.0,-8.0,-4.0,-7.0,-7.0,-8.0,-8.0,-6.0,-6.0,-3.0,-7.0,-3.0,-5.0,0.0,0.0,0.0,-2.0,-3.0,2.0,5.0,5.0,2.0,0.0,-1.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,4.0,7.0,5.0,4.0,3.0,6.0,9.0,6.0,4.0,2.0,3.0,6.0,8.0,9.0,7.0,4.0,3.0,11.0,13.0,12.0,8.0,7.0,8.0,13.0,13.0,14.0,12.0,10.0,12.0,12.0,16.0,16.0,19.0,17.0,17.0,20.0,23.0,25.0,24.0,25.0,21.0,26.0,32.0,35.0,33.0,0.0
9,-1.0,6.0,8.0,7.0,6.0,7.0,8.0,10.0,12.0,10.0,8.0,8.0,10.0,14.0,14.0,10.0,9.0,9.0,7.0,9.0,6.0,5.0,1.0,0.0,4.0,5.0,6.0,5.0,2.0,2.0,6.0,6.0,8.0,9.0,7.0,5.0,6.0,2.0,0.0,-4.0,-9.0,-12.0,-5.0,-4.0,-1.0,-5.0,-6.0,-7.0,-4.0,-3.0,-3.0,-3.0,-8.0,-8.0,-4.0,-3.0,-2.0,-6.0,-7.0,-10.0,-8.0,-3.0,-3.0,-4.0,-9.0,-12.0,-8.0,-11.0,-10.0,-11.0,-11.0,-7.0,-4.0,-2.0,0.0,1.0,2.0,5.0,11.0,18.0,18.0,10.0,-5.0,-15.0,-25.0,-34.0,-46.0,-67.0,-83.0,-87.0,-78.0,-55.0,-31.0,-10.0,15.0,28.0,31.0,8.0,-35.0,-73.0,-89.0,-88.0,-79.0,-62.0,-45.0,-32.0,-19.0,-14.0,-10.0,-4.0,-6.0,-5.0,-9.0,-9.0,-5.0,0.0,-1.0,-6.0,-3.0,-2.0,2.0,5.0,6.0,3.0,2.0,-3.0,0.0,1.0,4.0,6.0,3.0,1.0,3.0,4.0,8.0,5.0,4.0,5.0,5.0,6.0,9.0,5.0,0.0,2.0,4.0,7.0,8.0,7.0,5.0,4.0,8.0,8.0,9.0,6.0,1.0,4.0,7.0,11.0,11.0,11.0,7.0,4.0,10.0,12.0,12.0,9.0,7.0,9.0,11.0,16.0,16.0,15.0,17.0,16.0,17.0,23.0,24.0,26.0,19.0,20.0,25.0,0.0
