,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
0,-6.0,-2.0,-2.0,-1.0,-2.0,-3.0,-4.0,-4.0,-1.0,0.0,2.0,4.0,3.0,6.0,8.0,8.0,7.0,7.0,4.0,5.0,6.0,6.0,4.0,3.0,2.0,3.0,1.0,0.0,-3.0,-5.0,-6.0,-7.0,-6.0,-3.0,-2.0,-5.0,-5.0,-4.0,-2.0,-2.0,-1.0,-3.0,-6.0,-5.0,-5.0,-6.0,-8.0,-12.0,-14.0,-13.0,-11.0,-10.0,-10.0,-11.0,-10.0,-8.0,-5.0,-6.0,-8.0,-12.0,-12.0,-10.0,-7.0,-6.0,-9.0,-11.0,-11.0,-7.0,-6.0,-7.0,-9.0,-12.0,-11.0,-8.0,-6.0,2.0,7.0,13.0,17.0,21.0,29.0,39.0,56.0,75.0,92.0,116.0,141.0,171.0,196.0,208.0,222.0,233.0,229.0,205.0,170.0,130.0,85.0,49.0,29.0,19.0,11.0,9.0,8.0,12.0,12.0,10.0,7.0,3.0,1.0,-1.0,-1.0,-5.0,-6.0,-7.0,-8.0,-6.0,-9.0,-11.0,-15.0,-13.0,-14.0,-10.0,-5.0,-3.0,-5.0,-9.0,-10.0,-11.0,-11.0,-11.0,-13.0,-11.0,-13.0,-10.0,-10.0,-8.0,-8.0,-6.0,-2.0,3.0,7.0,12.0,13.0,14.0,13.0,11.0,15.0,15.0,13.0,12.0,11.0,12.0,15.0,19.0,21.0,19.0,21.0,22.0,22.0,22.0,21.0,20.0,17.0,14.0,16.0,18.0,19.0,21.0,19.0,20.0,21.0,20.0,19.0,16.0,15.0,13.0,15.0,12.0,13.0,11.0,9.0,0.0
1,-5.0,-5.0,-6.0,-14.0,-14.0,-11.0,-6.0,-5.0,-4.0,-2.0,-3.0,-1.0,0.0,-4.0,-4.0,-1.0,-2.0,-5.0,-7.0,-9.0,-10.0,-11.0,-8.0,-5.0,-3.0,-4.0,-5.0,-5.0,-5.0,-6.0,-8.0,-9.0,-5.0,-1.0,2.0,3.0,-3.0,-10.0,-17.0,-20.0,-19.0,-16.0,-14.0,-16.0,-12.0,-9.0,-6.0,-7.0,-4.0,-1.0,0.0,1.0,-5.0,-5.0,-4.0,0.0,0.0,5.0,7.0,5.0,-1.0,-3.0,-4.0,-1.0,4.0,8.0,9.0,9.0,4.0,2.0,-1.0,-3.0,-6.0,-10.0,-12.0,-8.0,-6.0,0.0,5.0,8.0,11.0,23.0,39.0,67.0,94.0,117.0,142.0,171.0,194.0,217.0,236.0,243.0,225.0,191.0,147.0,101.0,55.0,22.0,-3.0,-21.0,-25.0,-15.0,-3.0,3.0,5.0,4.0,5.0,3.0,1.0,-1.0,-4.0,-5.0,-5.0,-3.0,-5.0,-8.0,-10.0,-7.0,-8.0,-9.0,-9.0,-11.0,-11.0,-11.0,-10.0,-10.0,-10.0,-8.0,-8.0,-7.0,-4.0,-5.0,-6.0,-4.0,-1.0,1.0,3.0,2.0,0.0,-7.0,-6.0,0.0,0.0,2.0,5.0,4.0,6.0,6.0,8.0,8.0,9.0,10.0,11.0,12.0,13.0,15.0,13.0,13.0,12.0,17.0,20.0,21.0,19.0,18.0,18.0,21.0,21.0,25.0,25.0,24.0,25.0,25.0,28.0,29.0,30.0,28.0,29.0,29.0,28.0,27.0,24.0,0.0
2,-5.0,-5.0,-4.0,0.0,0.0,0.0,0.0,-2.0,-1.0,2.0,2.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,-1.0,-4.0,-2.0,2.0,3.0,0.0,-4.0,-7.0,-4.0,-2.0,-1.0,-5.0,-8.0,-9.0,-6.0,-4.0,-5.0,-6.0,-7.0,-7.0,-5.0,-5.0,-3.0,-2.0,-5.0,-7.0,-3.0,-1.0,-2.0,-4.0,-4.0,-4.0,-3.0,-3.0,-3.0,-4.0,-5.0,-7.0,-3.0,-1.0,0.0,-1.0,-3.0,-2.0,1.0,4.0,2.0,-3.0,-6.0,-6.0,-2.0,-3.0,-1.0,-3.0,-5.0,-8.0,-5.0,3.0,6.0,10.0,12.0,16.0,24.0,36.0,54.0,75.0,96.0,119.0,148.0,173.0,195.0,214.0,232.0,242.0,239.0,218.0,183.0,142.0,97.0,58.0,31.0,12.0,0.0,-8.0,-7.0,0.0,8.0,10.0,10.0,5.0,3.0,-1.0,-1.0,0.0,0.0,-2.0,-6.0,-6.0,-4.0,-2.0,-3.0,-5.0,-4.0,-6.0,-5.0,-3.0,-3.0,-2.0,-3.0,-5.0,-4.0,1.0,2.0,0.0,-1.0,-2.0,0.0,3.0,1.0,0.0,-2.0,-1.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,8.0,7.0,7.0,5.0,4.0,7.0,9.0,6.0,7.0,5.0,6.0,7.0,11.0,12.0,12.0,14.0,16.0,21.0,24.0,26.0,24.0,23.0,24.0,27.0,28.0,30.0,29.0,27.0,0.0
3,-4.0,-5.0,-4.0,-5.0,-6.0,-5.0,-5.0,-3.0,-2.0,-2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,5.0,5.0,2.0,-1.0,1.0,2.0,1.0,-1.0,0.0,-3.0,-1.0,0.0,-1.0,-2.0,-5.0,-5.0,-3.0,-2.0,1.0,-2.0,-4.0,-5.0,-5.0,-3.0,-2.0,-4.0,-5.0,-8.0,-5.0,-4.0,-4.0,-6.0,-3.0,-7.0,-3.0,-3.0,-4.0,-6.0,-6.0,-8.0,-7.0,-4.0,-4.0,-6.0,-6.0,-8.0,-9.0,-7.0,-9.0,-9.0,-11.0,-9.0,-5.0,-2.0,2.0,5.0,7.0,11.0,15.0,18.0,23.0,35.0,50.0,68.0,89.0,108.0,130.0,155.0,173.0,189.0,205.0,217.0,217.0,202.0,180.0,153.0,121.0,85.0,55.0,35.0,22.0,14.0,11.0,12.0,14.0,13.0,8.0,4.0,2.0,1.0,2.0,-1.0,-4.0,-5.0,-5.0,-5.0,-7.0,-8.0,-7.0,-8.0,-8.0,-6.0,-9.0,-9.0,-12.0,-12.0,-13.0,-12.0,-12.0,-14.0,-16.0,-16.0,-14.0,-15.0,-15.0,-17.0,-19.0,-22.0,-21.0,-21.0,-23.0,-26.0,-27.0,-24.0,-17.0,-14.0,-11.0,-11.0,-11.0,-9.0,-5.0,0.0,2.0,2.0,1.0,0.0,3.0,7.0,6.0,7.0,9.0,8.0,8.0,9.0,11.0,11.0,12.0,13.0,13.0,15.0,16.0,15.0,15.0,14.0,16.0,17.0,19.0,16.0,16.0,15.0,17.0,18.0,0.0
4,2.0,1.0,1.0,1.0,-1.0,0.0,-2.0,-3.0,-2.0,-1.0,-1.0,-2.0,-5.0,-4.0,-3.0,-1.0,-3.0,-6.0,-5.0,-5.0,-5.0,-5.0,-6.0,-9.0,-12.0,-11.0,-10.0,-9.0,-10.0,-12.0,-14.0,-16.0,-14.0,-13.0,-11.0,-13.0,-14.0,-13.0,-11.0,-8.0,-6.0,-4.0,-2.0,0.0,4.0,6.0,7.0,4.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,1.0,3.0,6.0,7.0,6.0,4.0,5.0,4.0,8.0,9.0,7.0,6.0,5.0,5.0,10.0,14.0,16.0,21.0,22.0,25.0,34.0,48.0,68.0,89.0,109.0,134.0,163.0,188.0,210.0,229.0,243.0,246.0,229.0,196.0,151.0,103.0,61.0,32.0,12.0,-4.0,-18.0,-25.0,-23.0,-17.0,-10.0,-9.0,-9.0,-10.0,-12.0,-12.0,-12.0,-11.0,-13.0,-13.0,-13.0,-12.0,-10.0,-8.0,-7.0,-9.0,-11.0,-13.0,-12.0,-10.0,-10.0,-13.0,-13.0,-13.0,-10.0,-11.0,-10.0,-9.0,-12.0,-13.0,-10.0,-10.0,-10.0,-9.0,-10.0,-10.0,-7.0,-6.0,-6.0,-8.0,-9.0,-8.0,-6.0,-5.0,-4.0,-5.0,-6.0,-5.0,-2.0,2.0,3.0,2.0,3.0,0.0,6.0,6.0,6.0,6.0,7.0,9.0,10.0,10.0,12.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,16.0,21.0,25.0,26.0,26.0,24.0,0.0
5,5.0,1.0,0.0,0.0,1.0,0.0,-1.0,-5.0,-6.0,-4.0,2.0,4.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,-1.0,-2.0,-1.0,-2.0,-3.0,-4.0,-8.0,-9.0,-8.0,-4.0,-4.0,-3.0,-5.0,-6.0,-5.0,-5.0,-4.0,-4.0,-7.0,-8.0,-4.0,-3.0,-2.0,-1.0,-2.0,-6.0,-2.0,-2.0,-1.0,-2.0,-2.0,-3.0,-2.0,0.0,3.0,2.0,3.0,0.0,4.0,5.0,4.0,3.0,2.0,0.0,-2.0,0.0,-1.0,-1.0,-4.0,-2.0,0.0,0.0,0.0,-3.0,-7.0,-7.0,-2.0,1.0,5.0,11.0,15.0,25.0,40.0,64.0,87.0,104.0,122.0,144.0,171.0,189.0,203.0,219.0,226.0,218.0,194.0,169.0,133.0,92.0,58.0,36.0,24.0,14.0,10.0,12.0,13.0,15.0,17.0,15.0,10.0,7.0,4.0,1.0,-2.0,1.0,0.0,1.0,-2.0,-3.0,-3.0,1.0,-1.0,-1.0,-3.0,-3.0,-3.0,-1.0,-1.0,-3.0,-5.0,-8.0,-6.0,-5.0,-4.0,-5.0,-5.0,-8.0,-8.0,-9.0,-8.0,-9.0,-11.0,-12.0,-11.0,-7.0,-7.0,-6.0,-6.0,-6.0,-5.0,-3.0,0.0,-2.0,-3.0,-2.0,2.0,5.0,9.0,9.0,7.0,11.0,12.0,14.0,14.0,16.0,14.0,14.0,13.0,16.0,17.0,15.0,13.0,11.0,13.0,19.0,21.0,19.0,19.0,17.0,19.0,20.0,17.0,14.0,0.0
6,-14.0,-15.0,-15.0,-13.0,-16.0,-16.0,-18.0,-18.0,-19.0,-15.0,-12.0,-9.0,-10.0,-7.0,-2.0,0.0,3.0,5.0,3.0,5.0,9.0,12.0,13.0,12.0,9.0,10.0,12.0,13.0,12.0,11.0,8.0,9.0,10.0,9.0,8.0,10.0,10.0,7.0,7.0,10.0,7.0,6.0,4.0,3.0,3.0,1.0,2.0,1.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-3.0,-6.0,-5.0,-4.0,-6.0,-8.0,-11.0,-14.0,-14.0,-13.0,-14.0,-15.0,-16.0,-18.0,-17.0,-17.0,-15.0,-19.0,-18.0,-19.0,-17.0,-12.0,-6.0,3.0,10.0,18.0,30.0,47.0,63.0,77.0,91.0,108.0,129.0,150.0,165.0,177.0,188.0,190.0,185.0,169.0,145.0,110.0,72.0,41.0,26.0,18.0,10.0,3.0,1.0,2.0,4.0,2.0,0.0,-5.0,-8.0,-10.0,-10.0,-11.0,-9.0,-12.0,-14.0,-15.0,-15.0,-14.0,-15.0,-19.0,-19.0,-18.0,-15.0,-14.0,-16.0,-15.0,-19.0,-17.0,-15.0,-14.0,-14.0,-15.0,-15.0,-13.0,-14.0,-9.0,-7.0,-8.0,-10.0,-11.0,-8.0,-6.0,-8.0,-6.0,-5.0,-3.0,3.0,8.0,9.0,7.0,5.0,7.0,10.0,11.0,11.0,9.0,9.0,12.0,14.0,15.0,16.0,15.0,16.0,15.0,16.0,20.0,19.0,21.0,22.0,24.0,28.0,28.0,27.0,28.0,27.0,26.0,29.0,31.0,30.0,27.0,24.0,0.0
7,1.0,2.0,0.0,-1.0,-2.0,-4.0,-4.0,-4.0,-3.0,-3.0,-4.0,-7.0,-5.0,-4.0,-1.0,-2.0,-3.0,-6.0,-4.0,-2.0,-2.0,-3.0,-4.0,-4.0,-4.0,-4.0,-6.0,-5.0,-7.0,-7.0,-7.0,-6.0,-4.0,-5.0,-6.0,-6.0,-3.0,-3.0,-3.0,-3.0,-4.0,-2.0,-1.0,2.0,1.0,1.0,-1.0,0.0,1.0,0.0,-3.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,6.0,8.0,7.0,4.0,3.0,4.0,3.0,5.0,6.0,7.0,8.0,7.0,11.0,12.0,12.0,14.0,16.0,24.0,27.0,30.0,36.0,43.0,58.0,77.0,101.0,122.0,145.0,165.0,184.0,200.0,215.0,228.0,225.0,200.0,166.0,124.0,83.0,49.0,25.0,9.0,-5.0,-9.0,-8.0,0.0,5.0,5.0,3.0,0.0,-1.0,-4.0,-4.0,-10.0,-9.0,-13.0,-12.0,-12.0,-15.0,-19.0,-20.0,-23.0,-25.0,-25.0,-28.0,-28.0,-26.0,-21.0,-14.0,-11.0,-10.0,-9.0,-11.0,-13.0,-12.0,-11.0,-9.0,-11.0,-11.0,-10.0,-11.0,-9.0,-10.0,-8.0,-7.0,-5.0,-4.0,-2.0,-1.0,-3.0,-4.0,-3.0,0.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,10.0,11.0,10.0,10.0,11.0,12.0,13.0,11.0,10.0,8.0,10.0,14.0,15.0,15.0,16.0,16.0,18.0,19.0,0.0
8,-1.0,-2.0,-4.0,-5.0,-5.0,-4.0,-2.0,-2.0,-1.0,-4.0,-6.0,-5.0,-6.0,-4.0,-4.0,-4.0,-6.0,-4.0,-4.0,-5.0,-7.0,-11.0,-12.0,-11.0,-9.0,-10.0,-11.0,-17.0,-18.0,-17.0,-16.0,-16.0,-14.0,-18.0,-19.0,-13.0,-9.0,-6.0,-7.0,-10.0,-9.0,-7.0,-5.0,-4.0,-5.0,-7.0,-6.0,-4.0,-2.0,-1.0,-1.0,-3.0,0.0,1.0,2.0,1.0,0.0,-1.0,-1.0,1.0,3.0,1.0,0.0,-1.0,-2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0,10.0,15.0,18.0,22.0,31.0,52.0,77.0,99.0,121.0,143.0,167.0,189.0,210.0,221.0,220.0,199.0,163.0,120.0,79.0,43.0,15.0,-6.0,-14.0,-12.0,-4.0,7.0,10.0,9.0,5.0,4.0,5.0,3.0,1.0,-1.0,-3.0,0.0,2.0,0.0,-3.0,-4.0,-7.0,-5.0,-3.0,-2.0,-5.0,-7.0,-8.0,-6.0,-5.0,-7.0,-9.0,-12.0,-11.0,-8.0,-7.0,-7.0,-7.0,-10.0,-8.0,-7.0,-5.0,-6.0,-7.0,-9.0,-8.0,-6.0,-4.0,-4.0,-4.0,-6.0,-5.0,-2.0,1.0,0.0,1.0,0.0,4.0,6.0,9.0,10.0,11.0,11.0,13.0,15.0,19.0,18.0,19.0,19.0,21.0,23.0,23.0,24.0,23.0,22.0,24.0,26.0,28.0,26.0,24.0,23.0,22.0,22.0,24.0,0.0
9,-4.0,-6.0,-6.0,-7.0,-6.0,-4.0,-5.0,-6.0,-10.0,-11.0,-9.0,-7.0,-7.0,-7.0,-7.0,-11.0,-7.0,-6.0,-7.0,-9.0,-10.0,-9.0,-10.0,-8.0,-9.0,-10.0,-11.0,-13.0,-11.0,-9.0,-8.0,-11.0,-15.0,-17.0,-15.0,-12.0,-14.0,-11.0,-9.0,-5.0,4.0,9.0,10.0,9.0,6.0,6.0,7.0,10.0,8.0,8.0,6.0,6.0,8.0,9.0,10.0,5.0,6.0,3.0,5.0,7.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,-1.0,-2.0,0.0,0.0,3.0,4.0,6.0,5.0,7.0,6.0,11.0,16.0,22.0,24.0,31.0,44.0,65.0,86.0,105.0,123.0,147.0,171.0,187.0,198.0,204.0,203.0,189.0,165.0,138.0,100.0,61.0,34.0,23.0,20.0,19.0,19.0,17.0,18.0,14.0,13.0,12.0,7.0,3.0,-1.0,-1.0,0.0,0.0,-4.0,-7.0,-8.0,-8.0,-6.0,-3.0,-5.0,-5.0,-6.0,-6.0,-6.0,-4.0,-2.0,-1.0,-4.0,-5.0,-4.0,-2.0,-4.0,-3.0,-3.0,-3.0,-2.0,-1.0,-2.0,-4.0,-6.0,-5.0,-3.0,-2.0,-2.0,-3.0,-4.0,-3.0,-2.0,0.0,2.0,0.0,2.0,6.0,11.0,14.0,15.0,17.0,16.0,16.0,20.0,22.0,21.0,19.0,18.0,20.0,22.0,24.0,24.0,25.0,25.0,25.0,26.0,28.0,27.0,25.0,21.0,19.0,19.0,18.0,14.0,0.0
